pathway	pval	padj	log2err	ES	NES	size	leadingEdge	direction	collection	cell_line	time_point	gene_type
GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	0.00423158303917945	0.0466023690548594	0.407017918923954	-0.431981778923383	-1.59288901014788	84	Lpar1, Vil1, Apoa1, Sorbs3, Wnt4, Arhgap6, Arap1, Serpinf2, Actg1, Dlc1, F11r, Pik3r1, Mtss1, Cfl1, Nrp1, Met, Ppm1e, Pik3r2, Cd47, Ptger4, Amot, Cdc42, Pfn1, Stmn1, Evl, Smad3, Shank1, Synpo2, Pfn2, Rac1, Sdc4, Rhpn1, Abl1, Tjp1	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION	0.000271736839623576	0.00771667245529968	0.49849310876659	-0.383379159711237	-1.56315828435423	196	Arhgap40, Lmod3, Scin, Rgs4, Kank4, Lpar1, Vil1, Apoa1, Sorbs3, Wnt4, Coro1a, Arhgap6, Arap1, Serpinf2, Actg1, Baiap2l2, Arhgap18, Eln, Cdc42ep3, Dlc1, F11r, Sptan1, Dstn, Tmsb4x, Pik3r1, Mtss1, Kank1, Cfl1, Nckap1l, Nrp1, Baiap2l1, Met, Ppm1e, Baiap2, Plekhg2, Pik3r2, Ctnna2, Cdc42ep2, Cd47, Ptger4, Amot, Capzb, Cdc42, Abi2, Myadm, Wdr1, Pfn1, Stmn1, Kank2, Esam, Sptb, Evl, Cotl1, Smad3, Cyfip1, Shank1, Arpc3, Add1, Sptbn1, Synpo2, Sh3bp1, Pfn2, Rac1, Sptbn4, Sdc4, Wasf1, Rhpn1, Abl1, Svil, Pdxp	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION	0.004537199316994	0.0487031015292521	0.407017918923954	-0.43209381849886	-1.57656545802877	80	Lpar1, Apoa1, Sorbs3, Wnt4, Prox1, Arhgap6, Arap1, Serpinf2, Actg1, Dlc1, F11r, Pik3r1, Nrp1, Met, Ppm1e, Pik3r2, Cd47, Ptger4, Ect2, Amot, Cdc42, Pfn1, Stmn1, Evl, Smad3, Akap13, Pfn2, Rac1, Sdc4, Rhpn1, Abl1, Tjp1	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	0.00456342062986822	0.0487242336291669	0.407017918923954	-0.472011200283186	-1.638120058399	60	Dapl1, Twsg1, Ebi3, Lgals3, Tgfbr2, Zbtb16, Lgals9, Nfkbiz, Adora2a, Loxl3, H2-T23, Sh3rf1, Nckap1l, Mapk8ip1, Jak3, Junb, Hsph1, Gata3, Irf1, Hmgb1	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_AMINE_METABOLIC_PROCESS	0.00137428298216372	0.0225851156758688	0.45505986738723	-0.716415972131432	-1.81501869609956	15	Gpr37, Acmsd, Nr4a2, Atp2b4, Nt5dc2, Atp7a	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE	0.000141937942877313	0.00505728468739333	0.518848077743792	-0.350083306010746	-1.52857243309813	339	Hrh2, Gper1, Arhgap40, Lmod3, Scin, Adm, Kank4, Spp1, Nefl, Cntn2, D130043K22Rik, Rgs2, Col6a1, Casr, Vil1, Gprc5b, Aqp1, Agt, Slc9a3r1, Dscam, Mmp2, Coro1a, Oxtr, Serpinf2, Cbs, Adora2a, Cdhr2, Neb, Faah, Apln, Ace, Baiap2l2, Arhgap18, Eln, Cdc42ep3, Rin3, Adrb1, S100a1, Sptan1, Dstn, Pls1, Iqgap3, Sema6d, Tmsb4x, Nos1, Cdh4, Rnd2, Sema3f, Foxc1, Kank1, Ntn1, Cfl1, Nckap1l, Nrp1, Wnk3, Baiap2l1, Asic2, Kcnj8, Adcy6, Baiap2, Plekhg2, Ptprs, Vegfa, Dnm1, Dock4, Pik3r2, Myo3a, Hdac6, Cdc42ep2, Hsp90aa1, Xk, Itga1, Map2, Wnt5a, Kat2b, Asxl1, Amot, Gdi1, Rap1gap2, Capzb, Abcc9, Ano6, Bloc1s1, Apoe, Als2, Myadm, Tnr, Wdr1, Pfn1, Ist1, Kank2, Esam, Sptb, Evl, Cotl1, Cyfip1, Arpc3, Ezr, Tnfrsf12a, Add1, Rtn4r, Sptbn1, Sh3bp1, Pfn2, Efna5, Ece1, Rac1, Gclc, Sptbn4, Ulk1, Vav3, Slc12a7, Abl1, Svil, Pdxp, Ppard	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_ANIMAL_ORGAN_FORMATION	0.00345724313685218	0.0416440650575376	0.431707695803346	-0.759406652761288	-1.74707092568472	10	Robo2, Cited2, Fgfr1, Fgf1, Six1, Wnt5a, Spry1, Bmp2	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	2.60255267595677e-05	0.00164698855911294	0.575610261071129	-0.638559005111765	-2.04447936495585	40	Robo2, Cited2, Ngfr, Agt, Fgfr1, Wnt4, Fgf1, Wnt10a, Csf1, Six1, Tnfrsf11b, Sapcd2, Vegfa, Lgr4, Wnt5a, Sox9, Maged1, Ajap1, Spry1, Etv5, Gata3, Bmpr1a, Bmp2, Six4	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	0.00136131463686872	0.0224590430362777	0.45505986738723	-0.658372415582858	-1.84996302394929	23	Aurkb, Cdk1, Ccnb1, Knstrn, Incenp, Birc5, Kntc1, Cdca8, Ect2, Spag5, Kat2b, Cdc42, Nek2	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_AXONOGENESIS	0.00282818726096819	0.0370108456373615	0.431707695803346	-0.41172116025212	-1.57075025497048	111	Lrp4, Slitrk1, Spp1, Nefl, Robo2, Cntn2, D130043K22Rik, Ntrk2, Epha4, Dscam, Shox2, Efnb3, Plxnb1, Sema6d, Cdh4, Rnd2, Sema3f, Ntn1, Nin, Nrp1, Ptprs, Vegfa, Hdac6, Map6, Xk, Map2, Wnt5a, Plxnb2, Gdi1, Tnr, Ephb3	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE	0.00457364268500199	0.0487242336291669	0.407017918923954	-0.751866546118691	-1.76676424118145	11	Dscam, Sema3f, Nrp1, Vegfa, Hdac6, Wnt5a	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_BEHAVIOR	0.00152503038046723	0.0244004860874756	0.45505986738723	-0.583113190352496	-1.81179763912384	33	Baiap3, Npy2r, Nr4a3, Ghrl, Adora2a, Adrb1, Lepr, Cntnap4, Napepld, Nlgn1, Per3, Apoe	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_BLOOD_CIRCULATION	1.08852494043776e-08	3.55026595958162e-06	0.747739663149885	-0.509802303714002	-2.03586117699796	157	Hrh2, Stc1, Kcnj2, Rgs4, Adm, Rgs2, Casr, Agt, Ghrl, Atp1b2, Chga, Atp1a3, Mmp2, Shox2, Tmigd3, Atp1b1, Oxtr, Atp2b2, Epas1, Slc1a1, Jup, Trpa1, Ctnna3, Kcnip2, Kcnd3, Th, Kcne2, Faah, Nos1ap, Apln, Ace, Atp2b4, Kcnn2, Cacna1h, Dmd, Scn1b, Cacna1d, Adrb1, S100a1, Kcnj3, Des, Gstm7, Nos1, Calm1, Calm3, Scn3b, Asic2, Kcnj8, Kcnh6, Atp1a1, Thrb, Irx5, Dock4, P2rx4, Hsp90aa1, Calm2, Pde4b, Abcc9, Kcnip1, Tmem38a, Atp2a3, Atp2b3, Celf2, Fkbp1b, Cacnb2, Myh7b, Thra, Isl1, Ywhae, Slc8a2, Prkaca, Hcn4, Cacna1c, Ece1, Cacna2d1	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_BODY_FLUID_LEVELS	0.000304187516406991	0.0081630067694028	0.49849310876659	-0.373526357029492	-1.54531894455696	219	Serpine1, Pdgfb, Guca2b, Angptl2, Anxa2, Vtn, Tspan18, Adm, Serpind1, Gpi1, F3, Proc, Serpina10, Anxa8, Tspan8, Aqp1, Oxtr, Ttr, Wnk4, Prlr, Vdr, Fosl2, Serpinf2, Adora2a, Actg1, Rab27a, Apln, Atp7b, Serpina1b, Serping1, Dgkb, Fbln1, Hpse, Hspb1, F11r, Cd9, Foxa2, Stxbp1, Gnaq, Hnf4a, Ddr1, Itpk1, Ptpn6, Wnk3, Serpina1e, Has2, Ptprj, Enpp4, Adcy6, Vegfa, Actb, Hgfac, Vcl, Pros1, Prdx2, Negr1, Ano6, Hyal2, Apoe, Fundc2, Tubb1, Prkacb, Gnas, Hk2, Neurl1a, St3gal4, Ppia, Traf3ip2, Celsr2, Axl, Gnai2, Plat, C1galt1c1, Adgrg1	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT	0.000829754757581649	0.0164400008044214	0.477270815362862	-0.401567941453883	-1.58708886899533	140	Gper1, Stc1, Capn3, Pdgfb, Mrln, Akap6, Mylk, Rgs4, Ahnak, Ucp2, Ntsr1, Casr, Atp1b1, Coro1a, Akap5, Lgals3, Adora2a, Nos1ap, Kcnk16, Dmd, Cacna1d, Gstm7, Nos1, Calm1, Camk2b, Hes1, Calm3, Ptpn6, Tspan13, Wnk3, Cacnb3, Hpca, Grin1, P2rx4, Cemip, Spg7, Calm2, Pde4b, Tmem38a, Pkd2, Fkbp1b, Homer3, Hap1, Cacnb2, Vdac1, Isl1, Gnai2, Ywhae, Prkaca, Homer1	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	0.00330781347161473	0.040418239537886	0.431707695803346	-0.504488321421463	-1.71281349046198	52	Stc1, Kcnj2, Rgs2, Chga, Atp1b1, Jup, Ctnna3, Dmd, Gstm7, Nos1, Calm1, Calm3, P2rx4, Hsp90aa1, Calm2, Pde4b, Tmem38a, Fkbp1b, Myh7b, Prkaca, Hcn4, Cacna1c, Fkbp1a	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_CARTILAGE_DEVELOPMENT	0.000927618269246689	0.0176372262852285	0.477270815362862	-0.579754402512536	-1.85343534933533	38	Scin, Shox2, Bmp6, Zbtb16, Maf, Scx, Smpd3, Wnt11, Adamts7, Bmp1, Sox5, Wnt5a, Sox9, Smad3, Ltbp3, Mboat2, Bmp2	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE	0.00340156279840439	0.0413255766912166	0.431707695803346	-0.322789271213704	-1.36611089763375	266	Arhgap40, Lmod3, Scin, Kank4, Spp1, Nefl, Cntn2, D130043K22Rik, Col6a1, Vil1, Gprc5b, Aqp1, Slc9a3r1, Dscam, Coro1a, Cdhr2, Neb, Baiap2l2, Arhgap18, Eln, Cdc42ep3, Rin3, Sptan1, Dstn, Pls1, Iqgap3, Sema6d, Tmsb4x, Cdh4, Rnd2, Sema3f, Kank1, Ntn1, Cfl1, Nckap1l, Nrp1, Wnk3, Baiap2l1, Baiap2, Plekhg2, Ptprs, Vegfa, Dnm1, Pik3r2, Myo3a, Hdac6, Cdc42ep2, Hsp90aa1, Xk, Map2, Wnt5a, Amot, Gdi1, Rap1gap2, Capzb, Ano6, Bloc1s1, Apoe, Als2, Myadm, Tnr, Wdr1, Pfn1, Ist1, Kank2, Esam, Sptb, Evl, Cotl1, Cyfip1, Arpc3, Ezr, Tnfrsf12a, Add1, Rtn4r, Sptbn1, Sh3bp1, Pfn2, Efna5, Rac1, Sptbn4, Ulk1, Vav3, Slc12a7, Abl1, Svil, Pdxp	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_CELL_ADHESION	0.000119337993108633	0.00464213844752846	0.538434096309916	-0.326832118242316	-1.48375912599479	480	Serpine1, Olfm4, Arg1, Pdgfb, Fgl2, C2cd4a, Abi3bp, Lmo7, Npy2r, Pla2g2d, Vtn, Lamb1, Dapl1, Tgfbi, Pcdh8, Npnt, Nr4a3, Gcnt1, Dab2, Cited2, Spn, Apoa1, Rasgrp1, Hspg2, Epha4, Dscam, Nrg1, Mmp2, Abca12, Wnt4, Coro1a, Twsg1, Ebi3, Ank3, Efnb3, Lgals3, Jup, Bmp6, Cdh13, Gpr4, Prlr, Tgfbr2, Gcnt2, B2m, Zbtb16, Arhgap6, Lgals9, Serpinf2, Podxl, Nfkbiz, Adora2a, Actg1, Plxnb1, Sox13, Loxl3, Tgm2, Fbln1, Dlc1, Plekha2, Tfrc, H2-T23, F11r, Cd9, Foxa2, Smarcd3, C2cd4b, Map4k4, Fzd7, Sox4, Nedd9, Sipa1, Tnfrsf21, Smarca4, Pik3r1, Hes1, Ddr1, Efnb2, Kank1, Kif14, Cfl1, Ptpn6, Nckap1l, Nrp1, Csf1, Myo10, Has2, Ptprj, Pde3b, Lif, Flot2, Rell2, Sema3e, Vegfa, Jak3, Actb, Zdhhc2, Akt1, Nuak1, Pik3r2, Cd47, Vcl, Prdx2, Sema6a, Notch1, Wnt5a, Sox9, Plxnb2, Atp5b, Jag2, Cdc42, Hsd17b12, Ajap1, Myadm, Tnr, Smarcc2, Hsph1, Pkp4, Ephb3, Arhgdig, Ccdc88b, Mink1, St3gal4, Dag1, Ppp1r12a, Celsr2, Ptpra, Rras, Gata3, Coro1c, Smarcc1, Irf1, Smad3, Hmgb1, Frmd5, Lrfn3, Adgrg1, Csk, Prkar1a, Jam3	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	0.00047534026536611	0.0112333083044712	0.49849310876659	-0.38441858517611	-1.57498583547499	200	Lrp4, Slitrk6, Slitrk1, Robo2, Cbln1, Lrrn3, Ntrk2, Agt, Fgfr1, Ghrl, Clstn2, Wnt4, Srpx2, Arhgap6, Actg1, Ace, Adgrb3, Dlc1, F11r, Cldn1, Fzd5, Map4k4, Fzd1, Ntn1, Lrrtm3, Cfl1, Ptpn13, Nrp1, Asic2, Slitrk5, Flrt1, Sema4a, Six1, Nrxn2, Nlgn1, Ptprj, Nlgn3, Tpbg, Lrrc4b, Ptprs, Vegfa, Dock4, Vcl, Nlgn2, Wnt5a, Negr1, Il1rapl1, Lrrc24, Pdlim5, Ephb3, Neurl1a, Elmo1, Ptpra, Vstm5, Coro1c, Smad3, Rapgef1, Lrfn3, Rtn4r, Prkaca, Lrfn1, Bhlhb9, Efna5, Rac1, Arhgap33, Adgrb2, Nrxn1, Clstn1, Chd4, Sdc4, Six4, Abl1, Amigo2, Rhog, Peak1	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_CELL_SHAPE	0.00145894105798313	0.0236103438391163	0.45505986738723	-0.433348832138039	-1.62961898085936	95	Lpar1, Vil1, Slc9a3r1, Coro1a, Aldoa, Arap1, Plxnb1, Fgd4, Arhgap18, Cdc42ep3, F11r, Bambi, Rhobtb2, Cfl1, Parva, Myo10, Sema4a, Rhobtb1, Baiap2, Sema3e, Vegfa, Atp10a, Myl12b, Cdc42ep2, Sh3kbp1, Plxnb2, Taok2, Myh10, Shroom3, Wdr1, Gas2, Fgd1, Cyfip1, Ezr, Syne3, Plekho1	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_CHEMOTAXIS	0.000295934579832341	0.00804335011852004	0.49849310876659	-0.458085871030039	-1.74406648809436	103	Serpine1, Cxcl17, Pdgfb, Robo2, F3, Lpar1, Casr, Fgfr1, Dscam, Lbp, Fgf1, Cdh13, Nbl1, Lgals9, Scg2, Rin3, Hspb1, Tmsb4x, Nedd9, Sema3f, Pgf, Efnb2, Nckap1l, Kif21a, Nrp1, Csf1, Met, Ptprj, Mpp1, Tpbg, Vegfa, Nova2, P2rx4, Hdac6, Notch1, Wnt5a	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	0.000103942133452374	0.00423764082536602	0.538434096309916	-0.450397507086013	-1.74093862012914	123	Cenpf, Ube2c, Plk1, Spc25, Aurkb, Cdk1, Ncaph, Ccnb1, Smarcd3, Ncapd2, Incenp, Birc5, Smarca4, Bub1b, Kif2c, Dlgap5, Kntc1, Tacc3, Espl1, Cdca8, Cenpe, Ncapg, Fbxo5, Nuf2, Actb, Dpf1, Spc24, Kat2b, Ska3, Zfp207, Bub1, Smarcc2, Rmi2, Ska1, Smarcc1, Ttk, Bub3, Rad21, Tpr, Mad2l1, Hecw2, Dusp1, Smarcd1, Dpf3, Ncapg2, Anapc5, Smc4, Ncaph2, Ncapd3, Xrcc3	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_COAGULATION	0.00377689010504775	0.0444833723483402	0.431707695803346	-0.535151622764671	-1.71339913947891	40	Serpine1, Pdgfb, Anxa2, Vtn, F3, Proc, Tspan8, Serpinf2, Serping1, Hpse, Cd9, Foxa2, Enpp4, Pros1, Prdx2, Ano6, Apoe	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_CYTOKINESIS	0.000361777595627906	0.00927721160823461	0.49849310876659	-0.492719830832701	-1.7915154171611	76	Sstr5, Prc1, Plk1, Kif20a, Aurkb, Aurka, Calm1, Incenp, Birc5, Klhl13, Cetn2, Kif23, Calm3, E2f7, Kif14, Cit, Cdca8, E2f8, Kif20b, Calm2, Ect2, Cdc42, Pkp4, Bcl2l1, Cdc25b, Cenpv, Nup62, Svil, Pdxp, Racgap1, Atxn10	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION	0.000103661201468202	0.00423764082536602	0.538434096309916	-0.341308497318935	-1.52795166837341	418	Arhgap40, Lmod3, Scin, Rgs4, Kank4, Lpar1, Vil1, Apoa1, Sorbs3, Dixdc1, Ccnf, Iqgap2, Wnt4, Coro1a, Plk1, Prox1, Lrp1, Map1a, Arhgap6, Arap1, Serpinf2, Aurkb, Actg1, Neb, Tubb4a, Plxnb1, Baiap2l2, Cdk5r2, Arhgap18, Eln, Cdc42ep3, Dlc1, F11r, Sptan1, Capn6, Stmn3, Dstn, Tmsb4x, Smim22, Nedd9, Nav3, Rnd2, Pik3r1, Mtss1, Rhobtb2, Kank1, Cfl1, Gpsm2, Nckap1l, Kif21a, Mid1, Nrp1, Baiap2l1, Met, Tacc3, Cit, Tpx2, Ppm1e, Ccdc88c, Rhobtb1, Ocln, Baiap2, Hspa1b, Plekhg2, Pik3r2, Ctnna2, Myo3a, Hdac6, Cdc42ep2, Cd47, Map6, Ptger4, Ect2, Spag5, Map2, Kat2b, Amot, Taok2, Capzb, Ska3, Cdc42, Abi2, Trpm2, Mapre2, Myadm, Arhgap44, Epha5, Rbm14, Wdr1, Pfn1, Stmn1, Kank2, Esam, Ska1, Ckap2, Sptb, Evl, Cotl1, Smad3, Akap13, Cyfip1, Shank1, Arpc3, Ezr, Eml2, Atat1, Jam3, Rnd3, Add1, Sptbn1, Synpo2, Sh3bp1, Kif18a, Pfn2, Arhgef19, Efna5, Tpr, Mapk3, Rac1, Nup62, Cdk5r1, Sass6, Sptbn4, Sdc4, Wasf1, Rhpn1, Abl1, Psrc1, Svil, Pdxp, Rhog	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	0.00305917069852461	0.0389138999775918	0.431707695803346	-0.573290695766879	-1.75158420898329	31	Cngb1, Gper1, Calb2, Atp2b2, Atp2b4, Slc35g1, Tmem64, Wnt5a, Atp2b3, Cacnb2, Myh7b, Ywhae, Slc8a2, Calb1, Calca, Adora1, Atp2b1	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.00269701958673016	0.0358475330650028	0.431707695803346	0.599598657112636	1.75909372600328	27	Ddit3, Hyou1, Wfs1, Bbc3, Herpud1, Sirt1, Syvn1, Eif2ak3, App, Creb3	Activated	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	0.00024830508768614	0.00726129375890837	0.49849310876659	0.634282578899051	1.93923968736394	32	Ppp1r15a, Dnajb9, Hspa5, Wfs1, Atf6, Ern1, Bbc3, Ufl1, Ficd, Atf6b, Bfar, Crebrf, Bax	Activated	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	0.00188753017763197	0.0286531620241277	0.45505986738723	-0.750875621906495	-1.84076586058063	13	Fgfr1, Fgf1, Hspb1, Tmsb4x, Met, Vegfa, P2rx4, Notch1	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	0.000513062300089288	0.0117588332561004	0.477270815362862	-0.365123725913732	-1.51188802191419	218	Pdgfb, Ovol2, Nr4a1, Lamb1, Nr4a3, Arx, Dab2, F3, Ngfr, Hspg2, Fgfr1, Ghrl, Sgpp2, Ift57, Fgf1, Prox1, Ang, Bmp6, Cdh13, Vdr, Egfl7, B2m, Nkx3-1, Scg2, Apln, Nlrc3, Marveld3, Hmx2, Ift80, Cldn1, Iqgap3, Fzd7, Hes1, Mtss1, Nr2f2, Efnb2, Col4a3, Nrp1, Mycn, Has2, Six1, Tnfaip3, Arnt, Vegfa, Akt1, Hdac6, Irs2, Tnfsf12, Atp5a1, Notch1, Wnt5a, Sox9, Maged1, Cdc42, Apoe, Gata6, Uhrf1, Emc10, Vegfc, Gata3, Smad3, Isl1, Hmgb1, Ptprn, Deaf1, Dab2ip, Vash1, Ecm1, Lama5, Atpif1	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	0.00399253362414981	0.0455062972214925	0.407017918923954	0.565915025613671	1.71273032788614	31	Ptgs2, Trib3, Cd74, Erlin1, Nr1h3, Sirt1, Insig1, Eif6	Activated	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_FEEDING_BEHAVIOR	0.00368161114124491	0.0437255776999395	0.431707695803346	-0.757672165858681	-1.7804065044361	11	Npy2r, Nr4a3, Ghrl, Lepr, Napepld	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	9.29367586755419e-05	0.00394764483852994	0.538434096309916	-0.479981007024143	-1.83099852424707	102	Gper1, Rgs4, Adm, Pde3a, Cntn2, Rgs2, Chga, Rph3al, Rgs14, Apln, Rgs6, Rgs3, Atp2b4, Kctd16, Ramp1, Nos1, Arrb1, Ramp2, Kctd12, Aplp1, Met, Pde3b, Rgs11, Ulk4, Rpgrip1l, Pde2a, Pde4b, Gprasp1, Gng4, Slc39a14, Pkd2, Stmn1, Ubqln2, Gnai2, Ric8b, Syp, Dynlt1b, Nmt2, Necab2, Rgs12, Nrxn1	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_HEART_CONTRACTION	3.22974359214871e-08	9.12940855380701e-06	0.719512826338911	-0.531484141404043	-2.08245610960137	133	Stc1, Kcnj2, Rgs4, Adm, Rgs2, Agt, Atp1b2, Chga, Atp1a3, Shox2, Tmigd3, Atp1b1, Atp2b2, Epas1, Slc1a1, Jup, Ctnna3, Kcnip2, Kcnd3, Th, Kcne2, Nos1ap, Apln, Ace, Atp2b4, Kcnn2, Cacna1h, Dmd, Scn1b, Cacna1d, Adrb1, S100a1, Kcnj3, Des, Gstm7, Nos1, Calm1, Calm3, Scn3b, Kcnj8, Kcnh6, Atp1a1, Thrb, Irx5, P2rx4, Hsp90aa1, Calm2, Pde4b, Abcc9, Kcnip1, Tmem38a, Atp2a3, Atp2b3, Celf2, Fkbp1b, Cacnb2, Myh7b, Thra, Isl1, Ywhae, Slc8a2, Prkaca, Hcn4, Cacna1c, Cacna2d1	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_HEART_RATE	0.000352789449433796	0.00912089796097131	0.49849310876659	-0.512220598318609	-1.82555412287158	67	Kcnj2, Rgs4, Adm, Shox2, Epas1, Slc1a1, Jup, Ctnna3, Kcnd3, Kcne2, Nos1ap, Apln, Ace, Dmd, Scn1b, Cacna1d, Adrb1, Kcnj3, Calm1, Calm3, Scn3b, Kcnj8, Kcnh6, Irx5, Calm2, Fkbp1b, Cacnb2, Isl1, Ywhae, Prkaca, Hcn4, Cacna1c, Cacna2d1	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	0.00253458835332324	0.0348917357730212	0.431707695803346	-0.597898433429487	-1.77877685068628	28	Kcnj2, Jup, Ctnna3, Kcnd3, Kcne2, Ace, Scn1b, Cacna1d, Kcnj3, Scn3b, Kcnh6, Cacnb2, Isl1, Ywhae, Hcn4, Cacna1c, Cacna2d1	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_HORMONE_LEVELS	9.47682960664787e-09	3.34847979434891e-06	0.747739663149885	-0.42595379820657	-1.85712339809638	321	Gper1, Pnlip, Dio1, Anpep, Cyp26a1, Baiap3, Cyp2s1, Ffar4, Slc18a2, Serpina7, Adm, Pfkl, Spp1, Dab2, Ucp2, Pla2g3, Ugt1a9, Sstr5, Inhba, Casr, Mboat4, Aqp1, Agt, Dio2, Bche, Fgfr1, Egr1, Iyd, Ghrl, Nmb, Bace2, Chga, Cartpt, Abca12, Wnt4, Pcsk1, Wnk4, Gcnt4, Trpa1, Bmp6, Gpr68, Rph3al, Nkx3-1, Vgf, Gprc6a, Adcy5, Acvr1c, Irs1, Apln, Ace, Pcsk1n, Rfx6, Slco4a1, Abcc8, Pcsk2, Kcnk16, Cacna1h, Sytl4, Dhrs3, Cplx1, Ugt2b35, Ugt2b36, Smpd3, Foxa2, Sox4, Gnaz, Hnf4a, Syt7, Oxct1, Pfkm, Cpe, Srd5a1, Lif, Atp1a1, Dynll1, Ctsz, Arnt, Ltbp4, Bbs1, Cpt1a, Rbp4, Dhrs4, Foxo1, Ptprn2, Irs2, Nlgn2, Slc39a14, Tm7sf3, Hsd17b12, Afp, Furin, Tubb1, Epha5, Fkbp1b, Gnas, Tardbp, Zbed6, Acvr2b, Gata3, Tcirg1, Mcu, Isl1, Ptprn, Prkar1a, Scg5, Lrp5, Prkaca, Neurod1, Kcnb1, Cpq, Efna5, Ctsb, Plekha1, Rapgef4, Ece1, Bmp2, Rac1, Slc16a2	Suppressed	GO_BP	MGN3	24h	all
GOBP_REGULATION_OF_HORMONE_SECRETION	5.33598734757179e-05	0.00272585377755474	0.557332238758646	-0.426820422878957	-1.70704569447325	170	Gper1, Baiap3, Ffar4, Pfkl, Spp1, Dab2, Ucp2, Pla2g3, Sstr5, Inhba, Casr, Agt, Fgfr1, Ghrl, Nmb, Chga, Cartpt, Abca12, Trpa1, Bmp6, Gpr68, Rph3al, Nkx3-1, Gprc6a, Adcy5, Acvr1c, Irs1, Apln, Rfx6, Abcc8, Kcnk16, Sytl4, Foxa2, Sox4, Gnaz, Hnf4a, Syt7, Oxct1, Pfkm, Lif, Dynll1, Cpt1a, Rbp4, Foxo1, Irs2, Nlgn2, Tm7sf3, Epha5, Fkbp1b, Gnas, Tardbp, Zbed6, Tcirg1, Mcu, Isl1, Prkar1a, Scg5, Lrp5, Prkaca, Neurod1, Kcnb1, Efna5, Rapgef4, Rac1	Suppressed	GO_BP	MGN3	24h	all
