genes	logFC_TgvDMSO_6h_QGP1	FDR_TgvDMSO_6h_QGP1	logFC_TgvDMSO_24h_QGP1	FDR_TgvDMSO_24h_QGP1	logFC_Tg_24hv6h_QGP1	FDR_Tg_24hv6h_QGP1
SH2D3C	0.272714031107787	0.688904807623248	1.97078692571146	0.00320138718829217	1.69807289460367	0.0209577195256538
APLN	0.425795703666061	0.689137902614537	-0.892419985602732	0.395114101992257	-1.31821568926879	0.289303378478912
PDCD2	0.105338129314656	0.689283882476977	0.233087463040876	0.303424541934285	0.12774933372622	0.662391934424034
OCEL1	-0.273461468984843	0.689309989533873	-0.274079480912027	0.659464249176417	-0.000618011927183647	0.999635254244404
ITPR2	0.160002891046471	0.689531629075963	-0.663679627535358	0.0640363968986424	-0.823682518581829	0.0656287277625288
ARF3	-0.128403774166217	0.689610044250824	-0.186721024934388	0.51573678238339	-0.0583172507681715	0.887423939438683
DCTN2	0.115173254549779	0.689853093751699	0.0182848451878152	0.955328239514144	-0.0968884093619639	0.776718884587396
THAP7	0.202969733443322	0.689853093751699	0.132314622068794	0.783778818549759	-0.0706551113745282	0.916638246996619
BIRC3	-0.178768458713447	0.689853093751699	-0.347595423058509	0.368093716082801	-0.168826964345061	0.748222057338311
PLB1	-0.183060288739856	0.690173037855879	-0.417069810549345	0.288595142180726	-0.234009521809489	0.653919090598088
HGH1	-0.237865541090611	0.690426403325728	0.16350303858271	0.769748573312491	0.401368579673321	0.532576740452331
TEFM	-0.142093772955244	0.690426403325728	0.134890910232578	0.677300783925993	0.276984683187821	0.462839261454009
RBM4	-0.100972340816271	0.690500793866814	-0.157565486889854	0.481842418118856	-0.0565931460735836	0.858138702961086
ATP13A2	-0.229620617790063	0.690500793866814	0.310551813755252	0.545138967419552	0.540172431545315	0.370411007297818
EIF5A	0.204286103410348	0.690510229521455	0.112046528967115	0.824638374612937	-0.0922395744432335	0.888764845721629
LOC100270804	-0.276385109942568	0.690514394197446	0.233853144955739	0.688150868639065	0.510238254898307	0.479901819574935
HPCA	-0.320647702027244	0.690782091398341	-1.76967199760026	0.0398177039122424	-1.44902429557301	0.176262224359182
PRDX4	-0.149911738438441	0.690836447873147	0.304823121835309	0.34901627073746	0.454734860273751	0.245166779602825
PDSS2	0.152911256688561	0.69092664867108	-0.610928227276991	0.0745827576308753	-0.763839483965552	0.0742472277555335
FAM66D	-0.279824611727807	0.691437581331827	-0.382312655302917	0.529969774881288	-0.102488043575111	0.916730742685127
PHC1	0.122834522474671	0.691447894786883	-0.227527891916916	0.397699455326309	-0.350362414391588	0.273051756097905
TAX1BP3	-0.356545947203249	0.691493946171803	-0.646658624640641	0.406891851685547	-0.290112677437392	0.806728489907948
LOC101929767	-0.224233781317942	0.691510970173111	0.0289697148480984	0.961440881787871	0.253203496166041	0.691198813966312
HERC2P3	0.352540658698795	0.691540857314311	-0.0438656898667049	0.965145258585739	-0.3964063485655	0.694666424605514
WDFY3-AS2	-0.349809233206179	0.691540857314311	-0.839794646484842	0.269097878699788	-0.489985413278664	0.634894016977229
BSN-AS2	-0.367281476014336	0.691564861389837	1.14011252143296	0.0729243366340919	1.50739399744729	0.0831367752617437
SPINT1	-0.175958251797758	0.691564861389837	0.50313615914044	0.186528738542929	0.679094410938198	0.147352011621725
ZC3H18	-0.148171663333151	0.691564861389837	-0.455873574831654	0.157198441381243	-0.307701911498503	0.436060998461621
MAGIX	-0.338382604347716	0.691682644299355	-0.0696700242490595	0.937231068898819	0.268712580098657	0.794103607205706
MTRF1	-0.18485529194065	0.691682644299355	-0.125142453892873	0.774915226024624	0.0597128380477769	0.924494076988407
LINC00115	-0.372159953940864	0.691682644299355	0.422188746461672	0.564597534661447	0.794348700402536	0.399984019311926
RAB11FIP2	0.192925998203585	0.691714375908988	0.489403541619821	0.238986921843682	0.296477543416235	0.574130486216585
VPS37A	-0.185700260540018	0.691827061131045	-0.563547402252833	0.163298256457901	-0.377847141712815	0.447463413327015
NR2C2AP	0.27266967288599	0.69198920459908	0.812637717344139	0.163744790374085	0.539968044458148	0.453584271061818
TJP1	0.213961549108888	0.692159597226774	-0.136746180291613	0.792817093103437	-0.350707729400501	0.550866487403594
PUM2	0.0987275634655226	0.692286102037708	-0.170852242560801	0.434042115430942	-0.269579806026323	0.297224234329744
LRSAM1	-0.17704978695322	0.692365770871877	0.329754569474854	0.391908018161284	0.506804356428074	0.271107686495544
DMWD	0.139778163323708	0.692365770871877	0.209643799930332	0.500784951723695	0.0698656366066237	0.874658080891984
CENPM	-0.437979193334054	0.692616436305464	-1.38360599529047	0.167025803031691	-0.945626801956421	0.468873003628482
FKBP2	0.189860128176541	0.692784042034124	-0.316198075901509	0.455305994777169	-0.50605820407805	0.311576913735778
CLTB	0.137873990969864	0.692784042034124	-0.333580528422276	0.265636584985058	-0.47145451939214	0.195579774784041
EXOG	-0.173922915610586	0.692948600324795	0.194039082885667	0.621287487341141	0.367961998496253	0.425611336079376
SPTSSA	0.162859573412854	0.692981132926949	-0.666446764197406	0.0695919708093072	-0.82930633761026	0.0701219957873943
CTSS	0.323683479130236	0.692981132926949	-0.697011594446975	0.372907396114617	-1.02069507357721	0.272757315040258
TMEM170B	-0.16907386395885	0.693043168757161	-0.392552254093607	0.286155064315554	-0.223478390134756	0.637887175189096
BAG4	0.174184294406571	0.693081243237656	-0.197192587251388	0.623031882694	-0.371376881657959	0.424603128032862
LOC107985544	-0.269643153363481	0.693283757067878	0.995339758769658	0.0539775452772145	1.26498291213314	0.0654826649679737
AQR	0.111320517552855	0.693283757067878	-0.146826907319668	0.562043221957302	-0.258147424872523	0.381521921074851
BRD3OS	0.150124216258678	0.693283757067878	0.471892631623074	0.147440016319775	0.321768415364396	0.41792182189705
ASH2L	-0.13826237213953	0.693634939282448	-0.462368752388735	0.128205067056396	-0.324106380249205	0.377555897745349
TMEM260	0.136483006217811	0.69377688168674	0.988977601638192	0.00549453436205192	0.852494595420381	0.0320547717103493
SLC37A4	-0.301756415324134	0.69377688168674	-0.366060967496555	0.594911351176369	-0.064304552172421	0.953614461270672
LCA5L	0.409239170437588	0.693838600018786	2.26001399904214	0.0093082317418764	1.85077482860455	0.0551191140434553
SPATA5	0.17736085077302	0.693861775859598	-0.359831846840417	0.35603638245442	-0.537192697613437	0.252017456924518
HIST1H4I	-0.411504894033196	0.693861775859598	-0.773176806700604	0.397616404636246	-0.361671912667408	0.795635655019638
PARD3	0.141398679384858	0.693973168493256	-0.237673396588157	0.45166820844314	-0.379072075973015	0.309292238631786
PHF14	-0.192579669724487	0.694064132549934	-0.426576722888893	0.313181347836343	-0.233997053164406	0.667483570501749
ABCC5	0.123002852832236	0.694113892445335	-0.0379400605307245	0.910241434599444	-0.16094291336296	0.641902707942791
ACAA2	0.101974962961993	0.694139726219151	-0.0871701311072903	0.718938411288911	-0.189145094069284	0.494545792634519
ERP27	-0.337294313506362	0.694139726219151	-2.04669763784266	0.0305532381300722	-1.70940332433629	0.13974606257502
E2F4	0.15995446565359	0.694139726219151	0.0555061097598515	0.897284605730261	-0.104448355893738	0.83454186317648
POLR2A	-0.253182596079738	0.694139726219151	-1.01473617790746	0.0765692683039907	-0.761553581827718	0.255230434545698
TAT	0.513710136512039	0.694139726219151	2.59872445539996	0.00652957738447611	2.08501431888792	0.0496415977321206
ANKMY2	0.123510542123629	0.694532153170379	0.654110147428819	0.0250063456560995	0.530599605305191	0.112432129516003
PIP4P1	0.234431876188571	0.69456129216923	0.0390370476819901	0.953585273803945	-0.195394828506581	0.782837725932011
CDC5L	0.168368439465773	0.694615075651923	-0.576866348892131	0.122560754291595	-0.745234788357904	0.107138019114322
FSTL5	-0.0975109312999488	0.695302995336879	-0.41102150488085	0.063590488997003	-0.313510573580901	0.225730172858467
ADNP	-0.127559599880889	0.695517877930346	-0.344128686274894	0.217373598746059	-0.216569086394006	0.539556527059921
MIDN	0.126158381223859	0.695842693229504	-0.209666230116406	0.460033678959398	-0.335824611340264	0.314994614126673
SS18	-0.211599543889828	0.695997708657982	-0.60370376528374	0.194375339422497	-0.392104221393912	0.49910246422681
IPO8	0.12429368021068	0.695997708657982	-0.844629943324834	0.00846737591808173	-0.968923623535514	0.0142096771246649
PPP6R3	-0.14358026148527	0.696035324143603	-0.463882147870933	0.143735808017334	-0.320301886385663	0.406293093128053
PLAU	-0.443045830795622	0.696035324143603	0.487053674511376	0.584502866190048	0.930099505306999	0.41792182189705
IFT74	0.29933272961878	0.696035324143603	0.025401326397384	0.976183716024575	-0.273931403221396	0.759894030320929
CISH	0.315114307660791	0.696035324143603	-0.972650450650598	0.214988288314249	-1.28776475831139	0.178435478710424
TOB2P1	-0.133357398434259	0.696035324143603	0.459743829879297	0.106877099645075	0.593101228313556	0.0994418726502624
ATG14	-0.146935603599167	0.696035324143603	0.247072200552452	0.444608452563301	0.394007804151619	0.307275909437264
LOC646762	0.0963193957473523	0.696035324143603	0.685976139589734	0.00616813179674516	0.589656743842382	0.0358020583994013
SLBP	0.137545797969292	0.696124876164019	-0.35391209303645	0.241459708863885	-0.491457891005742	0.182566439827614
SNORA11F	-0.514348486131574	0.696124876164019	-0.260948520249212	0.828530849140229	0.253399965882363	0.88423960348637
GHDC	-0.365950668635909	0.696296023237453	0.443734695706916	0.588592243286972	0.809685364342826	0.407564057298352
NAT1	-0.167777996862046	0.697017676252115	0.0774746511558139	0.854967311567785	0.24525264801786	0.599938096815797
SH3D21	-0.167514168229921	0.697373979426303	-0.0909316175310832	0.827681513714264	0.0765825506988374	0.889673565759068
BCS1L	0.171080401348501	0.697373979426303	0.507077184722584	0.175007602184954	0.335996783374083	0.46819905239712
ANKRD39	-0.324265424332237	0.697373979426303	-0.189364118656391	0.811842288856635	0.134901305675846	0.902931757962276
APRT	-0.259975851655821	0.697373979426303	-0.12328598096508	0.853912565570531	0.13668987069074	0.869824016295495
TTLL7	0.14702431190704	0.697373979426303	-0.181228657100881	0.594155660499878	-0.328252969007921	0.407542425823053
SCOC-AS1	-0.51378552364266	0.69743835285727	0.132159383011142	0.917495848217577	0.645944906653803	0.658460317237317
PEX14	-0.153176216361269	0.697711277508573	0.00313312889930811	0.994435908389521	0.156309345260577	0.731119525486848
SLC27A5	-0.333299654475212	0.697778182620154	-0.0525901496194215	0.954866970345869	0.280709504855791	0.785157979406387
MAT1A	-0.37082377664809	0.697778182620154	0.725327895986099	0.295813958805185	1.09615167263419	0.235577670067717
TAF8	-0.133907966735576	0.697962292767565	-0.00631088986183444	0.986793327492731	0.127597076873741	0.751924449880858
BMP8A	0.275648298472689	0.698061692944913	1.07656597607115	0.0633909989850841	0.800917677598458	0.23806330015667
NLN	-0.134370252418126	0.698061692944913	-0.364971423740496	0.21784235908241	-0.23060117132237	0.538090557740915
USP47	0.174090664927433	0.698061692944913	-0.189768081241486	0.642833347405738	-0.363858746168919	0.442255741766743
RPUSD3	-0.205933789312237	0.69814622833452	0.408864839517567	0.360115124072363	0.614798628829804	0.259112339477681
VAMP8	-0.174069832798299	0.69814622833452	-0.180029493445512	0.661084150770703	-0.00595966064721319	0.992735511846259
CHN1	0.122589084737151	0.698182291843481	-0.232819685243769	0.395238532897884	-0.35540876998092	0.274829935888582
KPNA6	-0.0962717017051992	0.698280035155264	-0.0539804124492686	0.824638374612937	0.0422912892559305	0.894965922883592
UBAP1	0.113639916580366	0.698477700305347	0.0478550565754142	0.872825786577983	-0.0657848600049521	0.856792035078899
DCTN3	-0.248902856344957	0.698477700305347	0.0297103742580558	0.966621851301388	0.278613230603012	0.701006532673877
RMND1	0.119568468312786	0.698666875641522	0.43060188397764	0.104571611326545	0.311033415664854	0.326602505139085
CCDC115	-0.201445372861982	0.698666875641522	0.0371039360020261	0.948102585751035	0.238549308864009	0.681418839230796
NFKBIL1	0.51079925440591	0.698701306933608	0.788122772495709	0.474951816097113	0.277323518089799	0.856649171773539
CDKAL1	0.106582804573614	0.698701306933608	0.226394839945967	0.338477509271817	0.119812035372353	0.69877766403919
DRAP1	0.13514850034917	0.698794769997282	0.37704489965389	0.205110295468859	0.24189639930472	0.517510412655277
TAF1B	-0.143793417152318	0.698805129952588	-0.294934877966008	0.354289368868955	-0.151141460813689	0.724370059286109
ZNF587B	-0.14364252115772	0.698890583354371	0.0277702223336858	0.944904545155315	0.171412743491405	0.677741943338046
UQCRB	0.251195104535541	0.698945249193634	-0.136198320119747	0.831939053142466	-0.387393424655288	0.582936336377834
ZNF385C	0.288869221424214	0.699118698981224	0.551643259935526	0.356017013944916	0.262774038511312	0.748222057338311
PRRG2	0.30154033079093	0.699118698981224	0.379463760733369	0.582003970909618	0.077923429942439	0.942018675915299
LINC00926	0.496796124121069	0.69940160334312	0.715500589875313	0.500712627079037	0.218704465754244	0.884569379333752
LOC100129434	0.485477849962447	0.699759609597035	1.30317210303923	0.154747162537319	0.817694253076781	0.467797113469839
SPINK5	-0.310212841621961	0.699770631916802	-0.237147197473095	0.751113055199776	0.0730656441488657	0.948651706432767
TTC8	-0.131126965954106	0.699942773104991	0.122824262420864	0.69296849209352	0.25395122837497	0.479901819574935
F12	-0.295848994674743	0.700492573130205	-0.307195036777551	0.659499611016952	-0.0113460421028081	0.992302979753836
WDHD1	-0.237408448932812	0.700492573130205	-1.36493736285118	0.0214526152910697	-1.12752891391837	0.0955808702482707
ODF2	0.138418343399826	0.700492573130205	-0.180225967581043	0.576130714118367	-0.318644310980869	0.396223813206053
KIF1BP	0.0986022965739509	0.700847054295622	-0.343871566575303	0.121492518962505	-0.442473863149253	0.107138019114322
ADPRH	-0.256489636879236	0.700847054295622	0.0289324201947282	0.966693923727713	0.285422057073964	0.707694921851525
OSBPL9	0.142992859517009	0.700847054295622	-0.110667285817038	0.751863935867819	-0.253660145334047	0.525550948714178
LOC100129917	-0.246904690376925	0.700847054295622	0.574686207059914	0.2791337927875	0.821590897436839	0.209130154865922
TRIM38	-0.121846195465722	0.700847054295622	0.251726352574901	0.353500442874735	0.373572548040623	0.252017456924518
ZNF620	0.115241784989588	0.700847054295622	-0.122123734116902	0.655775446171754	-0.23736551910649	0.453850659723661
CCDC148	0.256525507999403	0.700847054295622	0.215033154313949	0.727336234147508	-0.0414923536854541	0.966692183258032
MORC2	-0.104212420252239	0.700847054295622	0.0618774943343071	0.814579926930734	0.166089914586546	0.571807157772866
BCKDHB	-0.107681611172384	0.700847054295622	-0.334362485970768	0.163599858690839	-0.226680874798384	0.443984508240753
NQO2	-0.169655170782513	0.700847054295622	0.442139736804148	0.223756452653196	0.611794907586661	0.178670843617764
LGMN	0.109162651505706	0.700847054295622	-0.0676236735286645	0.806253692800371	-0.176786325034371	0.566522101281041
PPIG	0.371786525869281	0.700847054295622	-0.705300211635184	0.403292902904435	-1.07708673750447	0.284550540338338
DOK1	-0.225658804791694	0.700861493526252	0.321419576364613	0.53062121947185	0.547078381156307	0.369128820291995
APIP	0.141638486278273	0.700888601265555	-0.317356096393956	0.318159945360145	-0.458994582672229	0.23067266218646
KIAA0355	-0.119022243545638	0.700961933881674	-0.385275952742802	0.147728100251548	-0.266253709197164	0.416436504693987
PLOD1	0.139425805018213	0.700961933881674	0.108246703108421	0.750638110652373	-0.0311791019097918	0.951742394016773
ERCC5	0.333294887997116	0.700961933881674	0.91408358853413	0.193676576101668	0.580788700537013	0.511750344187265
C1S	-0.279268894644004	0.700961933881674	1.19578885685577	0.029354718187599	1.47505775149978	0.0429429389764329
PAX8-AS1	-0.123144508361642	0.700961933881674	0.222225932375155	0.418443087177972	0.345370440736797	0.294016084725286
LRRC24	-0.380433723916104	0.700961933881674	-1.1699814597908	0.190964436393004	-0.789547735874697	0.509885094506575
IDH2	0.11292120309907	0.700961933881674	-0.627359651638537	0.0234315667517571	-0.740280854737607	0.0303939185817264
ESRRA	0.258500716159419	0.700961933881674	0.394744745716787	0.507714941281662	0.136244029557368	0.870608455211521
TLE4	-0.371958021745692	0.700961933881674	0.240110264790362	0.770002379824663	0.612068286536053	0.55595085848988
FMC1	0.305099201059135	0.700961933881674	-0.427069150619282	0.570812438323629	-0.732168351678417	0.405237502889283
TMEM242	0.122251152355971	0.700961933881674	0.265101567589692	0.329726279799344	0.142850415233722	0.686907811454796
GK5	-0.116306597221587	0.700961933881674	0.123229563781036	0.654597201295926	0.239536161002623	0.454215719580708
RTN4	-0.113288642939522	0.700961933881674	0.0543276678852762	0.855365427188903	0.167616310824798	0.603861571649783
FAM129B	0.240836832881552	0.700961933881674	0.265973623821716	0.641283932833127	0.0251367909401635	0.978631949692881
ARHGDIA	-0.193460990345023	0.700961933881674	-0.686377695644896	0.118300789499198	-0.492916705299873	0.34991516004453
TMEM117	-0.171187021792415	0.700961933881674	-0.485706270472233	0.20090447530529	-0.314519248679817	0.517083358311582
FRG1EP	-0.356808188659621	0.700961933881674	0.384208223457917	0.605015373697785	0.741016412117539	0.425669793467189
NOL6	0.147049705171407	0.700961933881674	0.355236103160307	0.279170153970619	0.2081863979889	0.620680349799133
FAAHP1	-0.437049273824277	0.700961933881674	1.1605712898642	0.12629341305229	1.59762056368847	0.129615858969898
HDAC10	-0.253099688583696	0.700961933881674	0.378692359172327	0.507379948737007	0.631792047756022	0.355523386091084
FABP6	-0.225970354518272	0.700961933881674	-0.875012408269565	0.0926516739019891	-0.649042053751293	0.296420635568831
MEG8	-0.165240199657166	0.700991774598263	-0.0087483017311155	0.985116758311785	0.15649189792605	0.756909500752933
GON4L	0.139052227484683	0.701199305841182	-0.187593551588274	0.564292316236314	-0.326645779072957	0.38822589071313
ASAP1	-0.209991889209929	0.701199305841182	-0.822656646321883	0.0878354308569702	-0.612664757111954	0.280414534364974
NAPA	0.133882562983501	0.701199305841182	-0.258224060862447	0.394789572099265	-0.392106623845948	0.27669840333197
DNAL4	-0.15319086457918	0.701404801722385	0.768900073045522	0.0307786413981174	0.922090937624702	0.039890702541641
SDC2	-0.176688405178008	0.701404801722385	-0.624309003615289	0.118980616415356	-0.447620598437282	0.361717956375969
NTNG1	-0.602083790370385	0.701435801191257	2.88532887211394	0.00522237439766861	3.48741266248433	0.012996214944564
KAT5	-0.109160541433099	0.701561681468699	-0.507677965246992	0.0485599845308131	-0.398517423813894	0.182985241771233
DLG2	0.165453192686809	0.701614096813124	-1.06810832818381	0.012440198686292	-1.23356152087062	0.0189020712628861
TMEM219	-0.213431227008923	0.701614096813124	-0.330806748354611	0.502811980665485	-0.117375521345688	0.866292353980639
VPS26A	0.10304130570896	0.701614096813124	0.286941085944759	0.211547313916848	0.183899780235799	0.525159293510579
TTC3	0.167812452206245	0.701614096813124	-0.337946727402684	0.373767275157794	-0.505759179608929	0.265097474888701
ICE2	0.120800614917411	0.701671950077206	0.0521953372560006	0.871198658041609	-0.0686052776614103	0.861553672808006
CENPS	-0.401544687826354	0.701671950077206	-0.355681622378649	0.702366284022279	0.0458630654477052	0.977889908652265
CBX3	-0.109666027899532	0.701671950077206	-0.0789958916354764	0.773359736516155	0.0306701362640559	0.938346703803564
CFHR4	0.40729592837037	0.70173180043618	-0.83156724703042	0.426618729445931	-1.23886317540079	0.32057249060117
LACTB2	0.202282462366676	0.70173180043618	-0.442803619297948	0.334250887616628	-0.645086081664624	0.241919576117541
PROSER3	-0.168414386299686	0.70173180043618	-0.0592944820009836	0.897284605730261	0.109119904298703	0.841330242604632
FOXRED1	0.256624430727745	0.701843190647152	0.300893873976456	0.61951774822652	0.0442694432487111	0.964469842804897
MPC2	0.104350445322671	0.701843190647152	0.0440350964446056	0.874746871876361	-0.0603153488780655	0.85874937455344
KLC2	-0.112484767153807	0.701964449914322	-0.080264912632289	0.775471029652683	0.0322198545215185	0.937182076258039
S1PR2	0.204025157327091	0.702058238770708	0.333419999043716	0.468343400842908	0.129394841716625	0.842710436140821
LMNB2	-0.169011046262743	0.702058238770708	-0.709809039845449	0.07055372635205	-0.540797993582706	0.240819111997365
C1orf116	0.125152562230027	0.702097407016808	0.540638545595766	0.0634809124670055	0.415485983365739	0.221310804580391
ASTE1	-0.170501984337984	0.702097407016808	0.448226903786819	0.220069631365147	0.618728888124803	0.175782564980365
UPK1A	0.433787209456264	0.702332809925025	-0.692808487109871	0.545138967419552	-1.12659569656614	0.390792087980599
LINC00893	-0.196567055903482	0.702450038930503	-0.200997322784401	0.667840611933593	-0.00443026688091972	0.99563054472768
DUSP8	0.318459125847783	0.702475123786091	0.768138780549068	0.244759533805912	0.449679654701285	0.596872931341226
SP110	-0.384094611775236	0.702475123786091	-0.380489685226337	0.668482058674305	0.00360492654889956	0.998277781119239
SERTM2	-0.352582675428553	0.702750103179966	-2.33764673669183	0.0294785336761947	-1.98506406126328	0.136047027891907
ZFYVE28	0.190947861271468	0.702980453895307	0.23219928364839	0.60474301151023	0.041251422376922	0.953765130921116
LMLN	0.2429416280801	0.703194835224337	0.684558143340515	0.199480559325082	0.441616515260415	0.508352841654988
LYPLAL1	-0.143751998402772	0.703268395635999	0.668544033520851	0.0436731017192973	0.812296031923624	0.0520230836957161
C3orf14	-0.109043104031606	0.703268395635999	-0.0415443114630536	0.888537113226136	0.0674987925685528	0.849375950043861
RRN3	-0.332823559583509	0.703384812502056	-0.114157644497638	0.893270136427439	0.218665915085872	0.842782581229837
UBA2	0.124881159938078	0.703453092206531	-0.179313299214343	0.541130565487958	-0.304194459152421	0.375107315332819
TMEM250	-0.309381571278372	0.703453092206531	0.481889819687776	0.499177730694465	0.791271390966148	0.351177250058297
LOC100506691	-0.181675915860484	0.70369283067538	-0.731442448877411	0.0844448967122251	-0.549766533016927	0.283513129295718
ETHE1	-0.251681668549324	0.70369283067538	0.0630508844976752	0.928314540891333	0.314732553047	0.668213256446275
RPL18A	-0.321269273003425	0.703716825304158	0.255819223760018	0.747486811872493	0.577088496763443	0.526823986801132
FSD1	-0.15262980669701	0.703716825304158	-0.145882961841502	0.692764804290892	0.00674684485550775	0.991439262136698
ZDHHC18	-0.211259217296448	0.703716825304158	-0.270599719708967	0.585765853151594	-0.059340502412519	0.938716468453012
GLI4	-0.239089375384463	0.703773138857539	0.287802866665069	0.593888090144699	0.526892242049532	0.419926166494033
SUDS3	0.101812133533329	0.703794131508503	-0.179321716763779	0.445436390516809	-0.281133850297107	0.311743372377051
TRRAP	-0.0949613820059622	0.703829211893302	-0.322554087746822	0.135806287188199	-0.22759270574086	0.382849977815449
UBAP2	0.180514295055825	0.703831938755416	-0.260083857728392	0.540597689264658	-0.440598152784217	0.375195234084883
KIF6	-0.34656885004023	0.704044132694472	0.393936146339621	0.593065995128389	0.740504996379851	0.421825971717747
SMIM26	0.275708107089137	0.704070110591804	0.758379172838617	0.220701732845479	0.48267106574948	0.536615397990686
ESF1	0.296699838063089	0.704070110591804	-0.446899445135619	0.52276109340575	-0.743599283198707	0.364424726113733
CAPN1	-0.161206894705877	0.704070110591804	-0.281136900481508	0.45108305303866	-0.119930005775631	0.815826904093218
MYPOP	-0.173534654137723	0.704070110591804	-0.317672087258362	0.421827329107315	-0.14413743312064	0.794118932502379
USP21	-0.204005741298153	0.704070110591804	0.144091721482218	0.778199724174005	0.348097462780371	0.551059982264282
HDDC3	-0.203491601577985	0.704094823138703	0.484721988790494	0.286135248778703	0.688213590368479	0.21536711835108
M6PR	-0.0979883990124761	0.70424474899717	-0.289887486098471	0.19127103158669	-0.191899087085995	0.485231591072373
PWP2	0.135501367754394	0.70424474899717	-0.0162963661703409	0.966822797051685	-0.151797733924735	0.708715029068499
A2M	0.130808438764841	0.70424474899717	-0.116624969979885	0.717076800552666	-0.247433408744725	0.504692646296067
HDHD5	-0.181096135071475	0.704330524742564	-0.208857559101223	0.629328448050264	-0.0277614240297476	0.968086291369156
KIAA0319	-0.114099166133078	0.704330524742564	0.0200737797275053	0.952091607207124	0.134172945860583	0.69109054019841
IVD	-0.126086246893406	0.704330524742564	0.120751303707682	0.693865858307739	0.246837550601088	0.485231591072373
AGTPBP1	-0.111043332517948	0.7043754133301	0.041443123735987	0.892384055607104	0.152486456253935	0.637705377619656
ZBTB40	-0.118071744271474	0.704379427436851	-0.104544224056088	0.71853093257688	0.0135275202153862	0.976600265013234
CDS2	-0.0876925316373841	0.704395470389454	-0.26969990498569	0.174655210504357	-0.182007373348306	0.459246093517186
ZNF764	-0.230638006760064	0.704556913723706	0.16871822878641	0.767486106994463	0.399356235546474	0.542954523591996
BECN1	0.08671492882854	0.704672279308972	0.221619632674909	0.25862637015626	0.134904703846369	0.587855875140504
LINC01512	0.852688421798032	0.704672279308972	5.98344744119205	1.63094176373382e-05	5.13075901939402	0.000570889084325136
HSD3B7	0.231247627931737	0.704756469399844	0.159086010718701	0.785005301488238	-0.0721616172130368	0.930270681647854
POLR3GL	-0.223296510591173	0.704764361249045	-0.486598939327135	0.339879833948961	-0.263302428735962	0.691978158330208
DUSP28	-0.320981610512866	0.704764361249045	0.0930534083535243	0.91470602821161	0.414035018866391	0.660903535204226
MED15	-0.116919809211674	0.704764361249045	-0.141489201750071	0.610969324272228	-0.0245693925383967	0.955508374096045
FBXW5	0.179616758744821	0.704813913897144	0.0202092826715852	0.969043926892813	-0.159407476073236	0.776662404603316
PTOV1	-0.271019625444599	0.704853080996237	-0.0965766454963627	0.897985041330146	0.174442979948237	0.844633552173577
ATG7	-0.138700505992571	0.70535796406268	0.0943768364287261	0.787163616155655	0.233077342421297	0.559599366367481
MCM7	-0.169384191419965	0.705520720865684	-0.792261621145903	0.0511080213906736	-0.622877429725938	0.185006867476075
NCAPG2	-0.313957821844583	0.7056464209798	-1.67742258224543	0.0334757456433437	-1.36346476040085	0.129359441560702
COLGALT2	0.401372236925977	0.7056464209798	1.63690142428214	0.0422295778580094	1.23552918735616	0.178299989037013
RPS13	0.228921401728359	0.7056464209798	0.696522120579179	0.182032672574305	0.46760071885082	0.467797113469839
CASK	0.115711865157154	0.705825793841065	-0.0668946617867982	0.824638374612937	-0.182606526943952	0.583810851419113
COG1	0.0996201742100995	0.706424608301094	0.357775569458618	0.117891502146613	0.258155395248518	0.347690824702265
SUPT20H	0.166873337525372	0.706429895597213	-0.0201192256317622	0.966922794283534	-0.186992563157135	0.710442745322343
MRPS9	0.185448020601934	0.706431394936494	0.0160524372166631	0.976714486273385	-0.169395583385271	0.76960561000306
PYGO1	0.247848584528818	0.706603685462642	0.670253246591587	0.217838513727142	0.422404662062769	0.540577446094655
ANKRD16	-0.163090272535181	0.706823300290085	-0.132829916604255	0.736669692711439	0.0302603559309256	0.962233776384789
SON	-0.112885312285484	0.707109294218437	-0.607838791466184	0.0296994642588104	-0.4949534791807	0.122933484174297
GPRC5C	0.299437517631487	0.707115697888966	1.06965388514649	0.115820241095755	0.770216367515007	0.341847541553723
INSIG1	-0.103146862364743	0.707693285196235	-0.224817251354461	0.343612158123957	-0.121670388989718	0.694001119471864
SEMA3B	-0.254033281170238	0.707693285196235	0.486917768188195	0.375641755861079	0.740951049358432	0.275803105910442
NRAV	0.144938021128617	0.70770267552994	0.754229914660221	0.0302535806338628	0.609291893531604	0.128968260032647
LOC101929709	-0.273186646066044	0.70770267552994	0.384762580304003	0.504486007713007	0.657949226370047	0.367229755009404
PSMD4	0.153218025241562	0.707928926119657	0.318945437250985	0.366899047887746	0.165727412009423	0.724370059286109
IGHMBP2	0.16013816254643	0.70802794026815	0.302160696822837	0.412691304394541	0.142022534276407	0.777298858448798
TTC41P	0.326290140352202	0.708363247228599	0.178909083395561	0.830317684696366	-0.147381056956641	0.894458446335719
DSTNP2	0.208246945759813	0.708462747709215	0.121891112615347	0.820099609058721	-0.0863558331444653	0.905477410568804
GNG13	-0.501644340385956	0.708462747709215	-0.604870390609479	0.60474301151023	-0.103226050223524	0.960953144337086
SCARNA9L	0.468092659156946	0.708471586336966	0.276767372339948	0.81990568376078	-0.191325286816997	0.905352186729269
PYGM	-0.430698645221916	0.708471586336966	0.0183520938702717	0.987518743388937	0.449050739092188	0.739736670408462
