Geneid	KRS7_10_aTC1-6_1_DMSO	KRS7_13_aTC1-6_2_DMSO	KRS7_16_aTC1-6_3_DMSO	KRS7_11_aTC1-6_1_Tg6h	KRS7_14_aTC1.6_2_Tg6h	KRS7_17_aTC1-6_3_Tg6h	KRS7_12_aTC1-6_1_Tg24h	KRS7_15_aTC1-6_2_Tg24h	KRS7_18_aTC1-6_3_Tg24h
Hsd17b11	3	5	8	9	35	6	3	22	6
Nudt9	422	468	402	907	2773	577	526	1016	456
Mir5619	0	0	0	2	0	0	0	0	0
Gm17660	0	0	0	0	0	0	0	0	0
Sparcl1	3	3	1	1	5	3	0	2	0
Dspp	0	0	0	0	0	0	0	0	0
Dmp1	7	2	3	3	12	2	0	1	1
Ibsp	0	0	0	0	4	0	1	0	0
Mepe	0	0	0	0	0	0	0	0	0
Spp1	100	72	73	152	306	63	80	111	71
Pkd2	2163	2055	1871	3370	11769	2601	1840	4437	2345
BC005561	1250	1139	1103	2099	6654	1458	955	1713	997
D930016D06Rik	665	613	639	1438	4135	1019	387	1058	588
Zfp951	143	194	154	239	909	169	169	287	184
Abcg3	0	2	0	0	0	1	0	0	0
Gbp8	0	0	0	0	0	0	0	1	0
Gbp9	3	0	2	8	12	2	3	0	1
Gbp4	0	0	0	1	0	0	2	0	0
Gbp10	0	0	0	0	0	0	0	0	0
Gbp6	6	3	3	2	8	10	6	18	9
Gbp11	2	0	0	0	3	0	0	0	0
Lrrc8b	644	682	681	525	3091	647	533	1391	647
Lrrc8c	486	518	465	525	2867	623	447	1313	610
Lrrc8d	2605	2792	2343	5976	24213	5233	3088	7904	3677
Zfp326	1533	1390	1133	2543	8170	1899	1162	2259	1235
Barhl2	0	3	0	4	2	3	0	0	0
Zfp644	1699	1617	1571	3190	13222	2762	1834	3564	1975
Hfm1	1	2	0	1	22	1	1	1	0
Cdc7	1300	1502	1226	1637	6197	1467	821	2348	1221
Tgfbr3	357	371	296	285	1105	259	223	650	278
Brdt	263	356	204	462	1719	381	191	587	279
Ephx4	359	356	265	444	1775	388	183	673	339
Lpcat2b	0	0	0	0	2	1	0	2	0
Btbd8	85	99	84	96	655	146	72	195	74
A830010M20Rik	1991	2327	1842	2252	9721	1987	1157	2305	1112
1700028K03Rik	1	0	0	1	11	1	0	0	0
Glmn	405	454	352	673	2956	620	249	728	413
Rpap2	412	460	366	763	2978	718	294	957	454
A930041C12Rik	12	21	11	18	116	14	6	13	7
4930428O21Rik	0	0	0	0	0	0	0	0	0
Gfi1	0	3	1	7	51	12	0	8	1
Evi5	1767	1825	1704	2435	9606	1966	1668	3320	1644
Ube2d2b	0	0	0	0	0	0	0	0	0
Rpl5	4505	6186	3319	7516	30087	6681	4617	10270	5039
Fam69a	621	700	563	610	2385	497	262	854	392
Mtf2	1802	1870	1597	2458	7856	1672	1121	2679	1474
Tmed5	1643	1667	1464	3955	11617	2435	1775	3838	1800
Ccdc18	1068	1161	1106	2070	5989	1229	1153	1427	846
Dr1	2246	2166	1992	3763	12298	2614	1452	3888	1806
Pigg	795	740	677	894	3991	904	640	1675	940
Pde6b	2	0	0	0	0	0	1	0	0
Atp5k	1813	2242	386	516	5260	1430	520	2961	1749
Mfsd7a	0	0	2	0	0	0	0	0	0
Pcgf3	2402	2294	2087	1812	7347	1580	1453	2832	1346
Cplx1	10500	9548	8681	7111	22726	5558	7663	14832	7538
Gak	3465	3800	3151	5128	23808	5031	2981	8934	3934
Tmem175	422	518	442	495	2050	520	253	826	388
Dgkq	587	635	561	543	2686	478	280	1192	518
Idua	421	385	345	559	2084	480	314	889	450
Slc26a1	3	2	0	0	4	2	3	1	0
Fgfrl1	8	8	6	9	72	9	0	11	1
1700047L14Rik	0	0	0	0	0	0	0	2	0
Tmed11	0	0	0	0	0	0	0	0	0
Vmn2r8	0	0	0	0	0	0	1	0	0
Vmn2r9	0	0	0	0	0	0	0	0	0
Vmn2r10	0	0	0	0	1	0	0	0	0
Vmn2r11	0	0	0	0	0	0	0	0	0
Vmn2r12	0	0	0	0	0	0	0	0	0
Vmn2r13	0	0	0	0	0	0	0	0	0
Vmn2r14	0	0	0	0	0	0	0	0	0
Vmn2r15	0	0	0	0	0	0	0	0	0
Vmn2r16	0	0	0	0	0	0	0	0	0
Vmn2r17	0	0	0	0	0	0	0	0	0
Crlf2	196	244	207	288	1017	231	120	511	245
Gm10416	19	24	32	54	203	44	31	28	32
Gm15446	163	148	102	162	709	218	95	242	125
Zfp932	754	827	677	1222	4685	870	566	1129	583
Plcxd1	6	2	1	4	13	4	1	7	3
Gtpbp6	306	362	259	498	2169	414	146	616	285
Zfp605	537	574	432	901	3608	816	724	1037	560
Chfr	1084	1319	1058	1363	5645	1154	691	2245	1109
Gm15787	14	4	12	13	49	17	10	18	4
Golga3	2960	2785	2581	4346	19203	4123	3063	5757	2676
Ankle2	2256	2308	2035	3221	13247	2890	1834	4225	2006
Pgam5	1454	1594	1368	2535	12163	2412	740	3320	1639
Pxmp2	28	28	34	34	162	46	14	67	28
Pole	3750	3907	3642	5099	25612	5459	2829	8140	3841
P2rx2	0	0	0	0	0	0	1	0	0
Lrcol1	0	2	0	1	0	0	2	0	1
Fbrsl1	631	636	615	763	2534	623	499	1073	470
Gm29766	337	340	358	472	1701	365	332	777	372
A630023P12Rik	0	0	0	0	0	0	0	0	2
Galnt9	138	113	108	132	415	93	76	146	72
Noc4l	690	660	616	1081	4084	837	486	1363	634
Ddx51	928	820	852	1263	5757	1341	669	1971	987
Ep400	6113	6054	6040	6590	35730	8083	4142	9874	5357
Mir7026	4	7	2	4	8	1	0	10	7
Pus1	1327	1372	1079	2230	8478	1885	963	3057	1440
Ulk1	2485	3104	2883	1917	7321	1685	1413	3629	1542
Hscb	335	418	287	677	2812	630	309	1184	554
Chek2	918	946	773	1410	5532	1152	670	2426	1096
Ttc28	1355	1538	1587	1716	7100	1641	701	1647	734
Mir701	0	0	1	0	0	0	0	0	0
Pitpnb	4733	4761	3889	8110	31461	6770	3853	9489	4707
Mn1	0	2	0	2	27	0	1	1	2
C130026L21Rik	0	0	0	0	0	0	0	0	0
E130006D01Rik	0	0	0	0	0	0	0	0	0
1700028D13Rik	0	0	0	0	0	0	0	0	0
Miat	0	4	0	1	11	0	1	2	1
Cryba4	0	0	1	2	8	0	0	4	0
Crybb1	16	21	23	7	49	9	3	13	7
Tpst2	759	861	841	939	3457	736	333	1414	624
Tfip11	1370	1424	1280	1596	5657	1346	893	2719	1151
Srrd	170	217	156	268	1220	241	78	413	162
Hps4	401	487	377	551	2649	543	200	883	409
Gm6583	0	0	0	0	0	0	0	0	0
Asphd2	604	704	575	625	2360	496	247	989	453
Sez6l	2	0	2	1	11	11	0	2	1
Gm6588	0	0	0	0	0	0	0	0	0
1700034G24Rik	0	0	0	0	0	0	0	0	0
Myo18b	0	1	3	2	21	3	1	5	0
1700095B10Rik	2	0	0	0	0	0	0	0	0
Adrbk2	551	602	623	808	3822	1015	689	1396	964
Crybb2	0	0	0	0	0	0	0	0	0
Crybb3	1	1	4	9	48	4	1	10	3
2900026A02Rik	3974	3742	3317	4061	17107	4121	2123	6999	3448
Tmem211	7	5	5	12	34	11	4	8	7
Sgsm1	1294	1670	1377	1042	5753	1206	320	1170	523
Mir7229	0	0	0	0	0	0	0	0	0
Mir7230	0	0	0	0	0	0	0	0	0
Aym1	0	0	0	0	0	0	0	0	0
Wscd2	0	2	0	0	4	1	0	0	0
Cmklr1	2	1	0	4	10	7	0	1	0
1700069L16Rik	0	0	0	0	0	0	0	0	0
Ficd	229	259	221	559	1968	482	152	584	295
Sart3	2807	2950	2163	3602	13724	2887	2294	4694	2232
Iscu	639	766	611	998	3815	697	391	1624	742
Tmem119	1	7	0	5	32	4	0	1	2
Selplg	0	0	0	1	25	6	0	0	3
Coro1c	4746	4850	4324	5008	18036	4150	3063	6916	3358
Ssh1	352	376	379	248	1186	351	214	594	291
Dao	0	0	0	1	0	0	0	0	0
Svop	613	671	557	407	2344	484	82	605	190
Usp30	613	658	629	1199	4879	1071	598	1557	748
Alkbh2	188	297	216	483	2013	401	152	524	232
Ung	677	826	659	1475	6542	1336	444	1962	909
Acacb	460	494	395	426	1916	482	191	570	271
Foxn4	0	0	0	1	0	0	0	0	0
Myo1h	6	15	6	14	66	0	5	22	7
Kctd10	1431	1464	1173	1473	6236	1442	599	2083	990
Ube3b	3195	3351	3147	3200	13554	2966	1705	5630	2528
Mir7027	2	1	1	0	0	4	1	0	2
Mmab	774	890	661	1130	4412	958	487	1169	569
Mvk	396	474	388	660	3020	654	189	891	508
Fam222a	243	268	285	288	1130	250	136	323	151
Trpv4	0	0	0	6	29	5	0	0	1
Gltp	1580	1771	1543	1927	6794	1654	1194	2851	1242
Tchp	574	556	443	1496	5291	1172	950	1369	667
Mir7028	0	3	0	0	0	0	0	0	0
Git2	1609	1639	1613	2239	8729	1993	1399	3022	1450
4930515G01Rik	27	22	20	19	90	19	11	50	7
Ankrd13a	3717	3757	3554	4501	14711	3399	2307	5911	2726
1500011B03Rik	361	414	267	642	2862	513	183	828	342
2610524H06Rik	324	449	360	394	1377	348	158	586	312
Mir6240	6	0	0	0	0	1	7	1	0
4930519G04Rik	3	0	0	0	9	4	0	0	0
Oasl2	0	0	1	0	0	0	0	0	0
Oasl1	5	3	5	6	30	7	3	10	2
2210016L21Rik	740	916	728	877	2655	610	448	1240	624
Hnf1a	172	160	179	216	901	210	137	402	142
Sppl3	1625	1618	1554	1840	6346	1562	843	2942	1459
Rpl37rt	54	50	14	21	260	68	26	124	65
Acads	1050	1332	1160	783	3431	788	254	1484	676
Unc119b	2169	2770	2101	2520	11490	2608	772	4084	1782
Mlec	15235	16486	13133	20371	90884	20020	11022	36052	16503
Cabp1	541	635	573	1428	3984	889	488	1334	655
Pop5	560	863	483	931	3917	783	409	1263	578
Rnf10	6665	7664	6026	8511	32274	6980	3774	12252	5528
Coq5	1689	1809	1492	2742	10419	2321	1193	3288	1614
Dynll1	1750	2075	1355	1358	5041	1124	544	2049	1067
Gm13830	7	7	8	17	75	16	3	10	3
Srsf9	2162	2324	1737	2611	9388	2020	949	3553	1537
Gatc	1245	1395	1133	1793	6560	1428	1774	2808	1288
Triap1	463	583	369	537	2553	597	228	1083	480
Cox6a1	4607	6275	3954	3756	18663	4673	1401	8935	4078
Msi1	147	174	128	142	615	150	44	165	66
Pla2g1b	0	0	0	0	1	0	0	0	1
Sirt4	280	349	262	301	1206	295	99	497	228
Pxn	336	383	333	530	2014	473	223	845	296
Rplp0	11075	14269	8773	11890	58495	13133	4686	28289	13122
Gcn1l1	7496	7588	6942	6756	36407	8074	3567	15177	6815
Mir7029	0	0	0	0	0	0	0	0	0
1110006O24Rik	40	46	36	28	115	22	20	55	16
Rab35	2155	2146	1845	2929	10459	2052	1387	4442	2000
Mir7030	0	3	3	4	12	0	4	2	2
Ccdc64	1119	1292	1027	1523	5503	1258	1134	2110	970
Cit	2606	2522	2391	1922	9216	2094	1952	3414	1639
Prkab1	1462	1575	1349	2640	10168	2057	1167	3390	1418
Tmem233	0	0	0	0	0	0	0	0	0
Ccdc60	0	3	0	2	0	2	1	0	0
B230112J18Rik	0	0	0	0	0	0	0	0	0
Hspb8	2156	2785	2095	1680	7498	1501	536	2889	1367
Srrm4os	0	0	0	0	0	1	0	0	0
Srrm4	19	18	12	25	113	24	11	33	8
Suds3	3473	3648	2957	5222	18963	3798	2591	6552	2906
Taok3	2074	2055	1716	2859	8266	1847	2802	3202	1564
Pebp1	6321	7589	5647	6821	25790	5845	2549	11355	5031
Vsig10	723	788	571	678	3469	725	377	1477	614
Wsb2	3715	3915	3405	3403	12025	2644	1997	6621	3118
Rfc5	1974	2098	1783	3383	12909	2848	1185	3705	1804
Ksr2	1520	1457	1364	1189	7133	1466	897	1697	785
Nos1	13	15	11	13	26	8	0	8	5
Fbxo21	3922	3945	3403	3266	13695	3016	1418	5611	2539
Tesc	3461	4078	2618	3739	12251	2679	1119	3866	1711
Fbxw8	2025	2199	1847	2413	11674	2496	926	4335	1991
Hrk	0	1	0	1	8	0	0	3	0
Rnft2	298	305	237	263	1182	233	73	263	129
2410131K14Rik	866	816	645	1030	4852	1091	487	2010	974
Med13l	2717	2573	2401	3764	17663	4093	2538	6414	3198
4930413E15Rik	0	1	0	0	0	0	0	0	0
1700081H04Rik	2	0	0	0	0	0	0	0	0
Gm7538	0	0	0	0	0	0	0	0	0
AW549542	0	0	0	0	0	0	0	0	0
Gm16063	0	0	0	0	0	0	0	0	0
Tbx3	0	3	0	0	0	0	0	1	0
Tbx3os2	0	0	0	0	0	0	0	0	0
Tbx5	34	41	47	37	197	58	37	82	39
Rbm19	1156	1013	875	1574	6287	1361	1002	2738	1269
Gm10390	3	4	0	0	10	1	1	2	3
Lhx5	0	0	0	2	4	1	0	0	0
Sdsl	12	22	8	21	79	20	6	37	17
Sds	0	0	0	0	0	0	0	0	0
Plbd2	1181	1258	1194	1244	4743	1086	869	2385	1082
Slc8b1	71	118	65	79	365	83	27	182	89
Tpcn1	1014	1083	1041	1141	5228	1210	777	2248	1107
Iqcd	21	31	20	27	143	18	15	45	16
Rita1	258	325	233	357	1616	397	126	546	276
Ddx54	1235	1184	1051	1234	4352	1033	721	2048	1036
Ccdc42b	0	0	0	0	0	0	0	0	0
Rasal1	0	1	1	6	16	4	2	21	5
Dtx1	33	26	52	37	122	37	20	70	36
Oas2	0	0	0	0	1	0	0	0	0
Oas3	3	9	2	3	3	1	0	7	0
Oas1e	0	0	0	0	0	2	0	0	0
Oas1c	106	127	80	98	427	65	46	122	64
Oas1b	24	37	23	48	198	45	15	76	19
Oas1f	0	0	0	0	0	0	0	0	0
Oas1h	0	0	0	0	1	0	0	0	0
Oas1g	0	0	0	1	5	1	0	1	3
Oas1a	0	1	1	0	8	3	7	6	0
Oas1d	0	2	0	1	9	0	0	0	0
Rph3a	3	0	1	3	10	0	1	1	2
Ptpn11	5097	5218	4338	7144	36243	7640	3708	11064	5036
Rpl6	7384	8883	6568	11895	39609	8619	4546	16378	7224
Gm15800	4772	4645	5539	4253	21888	5642	2810	7447	4324
Trafd1	1159	1315	1073	1933	7323	1607	846	2687	1198
Naa25	2193	2293	1974	3327	14967	3197	1627	4336	2154
Erp29	787	958	705	1463	5035	1126	581	2212	1015
Tmem116	19	13	10	38	180	41	6	56	26
Adam1b	0	0	0	1	2	1	1	1	0
Adam1a	59	32	38	123	403	87	24	173	83
Mapkapk5	1179	1269	1144	3186	10118	1983	1587	4077	1805
Aldh2	711	881	733	682	2741	730	287	1248	628
Acad12	69	107	87	58	270	67	21	146	56
Acad10	294	382	353	351	1550	352	109	563	281
Brap	1376	1465	1210	2479	9387	2010	1398	3219	1560
Atxn2	2731	2797	2677	4514	17045	3737	4122	5361	2604
Sh2b3	644	696	613	812	2872	641	390	1148	612
Mir7031	2	0	0	0	0	0	0	0	0
Fam109a	169	185	137	114	614	129	31	245	96
Cux2	144	165	156	156	911	166	29	173	76
Myl2	0	0	0	0	0	0	0	0	0
Ccdc63	0	3	0	0	5	0	0	0	1
Ppp1cc	3229	3543	2379	3864	15431	3470	2133	6056	3103
Hvcn1	11	2	5	8	53	8	9	16	9
Tctn1	315	434	249	353	1820	385	130	446	227
Pptc7	1241	1078	978	1392	4701	1103	726	1937	1047
Rad9b	311	363	303	599	2612	515	189	473	251
Vps29	2167	2651	1673	2535	10230	2309	1126	5364	2532
Fam216a	1216	1418	1104	2243	8734	1701	899	2600	1146
Gpn3	808	972	727	1303	4899	996	601	1786	798
Arpc3	2505	3209	1955	2447	10575	2420	1126	4072	1890
Anapc7	1403	1551	1199	2005	8650	1719	859	2821	1341
Atp2a2	21535	21017	18774	42217	174152	40349	22560	61679	30205
Ift81	1016	1046	893	2238	8760	1738	1093	2048	965
P2rx7	14	8	8	245	968	189	15	74	19
P2rx4	806	964	709	1067	3915	789	605	1591	745
Camkk2	599	669	496	529	2422	586	268	970	424
Anapc5	9798	10720	8947	13620	48628	11060	8337	22704	10398
Rnf34	1235	1344	999	1589	6160	1244	807	1970	891
Kdm2b	1500	1641	1432	1335	5621	1309	682	2439	1107
A930024E05Rik	289	291	187	261	1186	258	94	380	175
Orai1	74	90	74	112	386	83	39	173	72
Morn3	0	0	0	0	0	0	0	0	2
Tmem120b	242	297	243	619	2233	537	262	786	319
Rhof	53	50	48	40	188	29	32	64	27
Setd1b	1051	924	1119	1363	5215	1409	1288	2558	1285
Hpd	0	0	0	0	0	0	0	0	0
Psmd9	825	976	697	1556	6335	1363	583	2379	1165
Bcl7a	1158	1252	1003	1325	5017	1215	895	2557	1334
Mlxip	1555	1644	1319	1577	8104	1747	800	2247	1275
Il31	0	0	0	0	0	0	0	0	0
Lrrc43	0	0	0	0	0	0	0	1	2
B3gnt4	6	20	8	9	56	13	9	18	12
Diablo	1379	1626	1202	1966	7692	1782	761	2876	1311
Mir7647	3	2	0	4	0	2	0	7	2
Vps33a	2760	2540	2367	2917	11084	2700	2288	5279	2727
Clip1	5241	5342	4891	8268	29205	6671	5902	11218	5260
Zcchc8	2069	2235	1891	3150	11898	2572	1513	3755	1797
Rsrc2	2864	3149	2405	5076	16477	3493	2439	3678	1948
Kntc1	5249	5552	4764	6490	31592	7046	2981	9692	4892
Hcar2	2	1	0	2	2	7	0	5	2
Hcar1	4473	3838	3290	3097	11084	3145	2195	6430	3463
Denr	3367	3426	2431	7906	23489	5249	4068	7133	3738
Ccdc62	110	122	112	259	839	164	150	200	142
Hip1r	1931	2057	1806	2513	9947	2148	1413	3416	1503
Mir7032	0	0	0	0	0	0	0	0	0
Vps37b	666	694	591	1076	3955	866	370	1430	623
Abcb9	127	98	116	130	430	132	63	167	92
Ogfod2	538	638	444	817	3356	737	170	1079	512
Arl6ip4	845	1053	780	1263	4456	897	599	1347	668
Pitpnm2	3568	3970	3936	3956	16034	3795	1874	6105	2736
Pitpnm2os1	1	4	0	1	2	0	0	0	0
Mphosph9	2285	2150	2000	2541	10407	2497	1941	4414	2246
2810006K23Rik	817	926	637	822	2997	717	536	1228	545
Cdk2ap1	762	777	538	743	2828	598	302	1100	545
Sbno1	7665	7721	6513	11194	40895	9448	6418	13450	7201
Setd8	3859	4080	3425	7870	27770	5902	5787	9903	4634
Rilpl2	271	371	281	418	1439	271	82	571	213
Snrnp35	866	912	411	608	3064	821	329	1007	474
Rilpl1	398	477	387	676	2007	471	358	810	385
Tmed2	2017	2229	1582	3690	15012	3286	2059	5460	2578
Ddx55	625	683	591	1030	3580	823	539	1251	581
Eif2b1	1234	1413	1026	1591	7644	1596	717	2438	1210
Gtf2h3	893	1107	728	1066	4868	1055	569	1893	901
Tctn2	174	233	194	251	1009	206	79	212	121
Atp6v0a2	2160	1984	1797	2963	12936	2887	1476	5025	2309
Dnah10	8	10	13	53	115	48	16	34	33
Ccdc92	1018	1081	1073	1662	5169	1127	1001	1908	819
Zfp664	5121	5238	3890	6029	25718	5927	3419	10182	5050
Fam101a	0	0	0	6	1	0	0	0	0
Ncor2	6869	6304	6927	7250	31730	7491	5960	10206	5072
Scarb1	801	991	862	1187	4471	1005	460	1935	852
Ubc	1391	1277	343	224	2124	596	452	1664	939
Dhx37	1281	1196	1115	1524	5910	1335	1096	2496	1191
Bri3bp	2561	2764	2330	2444	10492	2299	1483	4334	2039
Aacs	1672	1724	1702	2354	9017	2079	1056	3462	1800
Tmem132b	9	20	11	144	487	86	6	17	10
4933438B17Rik	0	0	0	0	0	0	0	0	0
4930572K03Rik	0	0	0	0	0	0	0	0	0
Tmem132c	0	0	0	0	0	0	2	1	0
Tmem132cos	0	0	0	0	0	0	0	0	0
Slc15a4	665	766	592	1084	5417	1069	331	1805	814
Glt1d1	650	637	446	659	2425	621	444	1084	557
Tmem132d	0	0	0	0	2	0	0	0	0
5930412G12Rik	1	0	0	0	0	1	0	0	2
Fzd10	0	0	0	0	0	0	0	0	0
Piwil1	0	0	0	0	0	0	0	0	0
Rimbp2	5194	6006	5541	3516	16479	3936	1646	4858	2522
Stx2	553	601	540	723	3015	616	386	1236	583
Ran	10914	12911	8710	13559	57136	12947	5390	22507	10523
Adgrd1	4	7	0	4	18	10	9	13	6
Sfswap	2166	2141	1927	3011	10632	2360	2029	4485	2044
Mmp17	57	52	42	91	178	42	27	97	20
Zfp11	253	284	201	347	1413	365	264	574	316
Sept14	0	0	0	1	1	0	0	0	0
Mrps17	1635	1987	1212	1601	8618	1826	648	3442	1676
Gbas	1648	1983	1354	2050	8284	1924	618	1916	1033
Psph	946	1444	900	3183	14471	3068	1209	6361	2954
Cct6a	11595	12516	9651	18326	71482	15413	7143	21482	10947
Snora15	2	8	0	1	27	4	4	3	0
Sumf2	723	880	641	577	2524	517	308	1018	474
Phkg1	2	2	3	3	6	4	0	0	3
Chchd2	2878	3918	2561	2618	12545	2836	686	5933	2700
Zbed5	33	34	35	128	579	120	51	128	53
Nupr1l	10	18	8	13	71	22	2	19	6
Vkorc1l1	2922	3080	2585	3874	16079	3608	1712	5651	2861
Gusb	1099	1242	987	820	3035	675	499	1681	778
Asl	261	456	247	336	1606	362	98	469	281
Crcp	673	791	392	1381	6089	1357	592	1780	878
Tpst1	1286	1432	1167	1887	7184	1556	685	2234	1111
Kctd7	1095	1159	893	1402	5953	1397	395	1798	824
Rabgef1	817	853	695	1141	4230	947	599	1519	780
Tmem248	2583	2632	2068	5599	22523	4826	2384	7071	3172
Sbds	1101	1347	923	2577	8806	1803	1391	3023	1381
Tyw1	1479	1611	1302	2551	9964	2236	887	3122	1432
Caln1	0	0	0	0	0	0	0	0	0
A330070K13Rik	0	0	0	0	0	0	0	0	0
Wbscr17	5	6	3	1	16	3	4	6	1
Auts2	594	566	596	1006	3569	872	757	1196	589
4930563F08Rik	0	0	0	0	0	0	0	0	0
Gatsl2	4754	5002	4982	2435	11127	2696	995	3337	1600
Wbscr16	651	783	649	995	4081	801	289	1506	710
Gtf2ird2	295	343	296	861	2958	628	279	1067	472
Ncf1	0	0	2	3	32	1	0	2	0
Gtf2i	7951	8253	7284	11766	50974	11038	4102	14373	7185
Gtf2ird1	1502	1679	1423	2666	10767	2403	1302	3589	1617
Clip2	1361	1471	1322	1379	6039	1197	641	1885	853
Syna	2	1	2	1	1	1	0	0	0
Mir7228	0	0	0	0	0	0	0	0	0
Rfc2	2278	2849	2056	3278	13406	2887	1124	4586	2000
Lat2	17	22	16	50	114	32	8	27	17
Eif4h	8165	8731	6291	10325	46644	10350	3678	15412	7508
Limk1	941	1037	914	1285	5345	1104	498	1751	751
Eln	4	8	10	16	47	8	1	12	5
Wbscr28	0	0	0	0	0	0	0	0	0
Cldn13	0	0	0	0	0	0	0	0	0
Wbscr27	181	212	145	240	952	175	140	295	105
Cldn4	1	0	0	1	0	0	0	0	0
Cldn3	0	0	0	0	0	0	0	0	0
Wbscr25	0	0	0	1	1	1	0	0	0
Abhd11	368	417	314	504	2327	519	177	922	442
Abhd11os	0	0	0	1	0	0	0	0	0
Stx1a	491	598	383	479	2242	481	327	968	458
Wbscr22	783	886	712	1065	4269	874	494	1692	738
Dnajc30	355	388	387	481	1713	414	245	717	332
Vps37d	40	77	49	71	289	61	10	84	36
Mlxipl	78	127	146	99	325	77	62	115	54
Tbl2	3078	3428	2878	3662	15336	3721	1296	4688	2258
Bcl7b	702	671	540	1649	6220	1308	700	1666	725
Baz1b	11494	11118	9925	19972	80232	17011	13674	24673	12136
Fzd9	0	0	0	0	0	0	0	0	0
Fkbp6	0	0	0	0	0	0	0	0	0
Trim50	0	0	0	0	0	0	0	0	0
Nsun5	333	381	277	574	2514	548	219	848	370
Pom121	3836	3537	3727	3896	14869	3524	3379	6746	3258
Mir7033	0	0	0	0	0	0	0	0	0
Hip1	1270	1544	1348	1078	5495	1246	558	1422	707
Ccl26	0	0	0	0	0	0	0	0	0
Ccl24	0	0	0	0	0	0	0	0	0
Rhbdd2	872	923	863	1136	4753	1030	364	1602	712
Por	1538	1734	1572	1880	6688	1451	1283	3221	1314
Tmem120a	164	253	170	356	1460	307	182	612	289
Mir7034	0	0	0	0	0	0	0	0	0
Styxl1	4	10	3	10	57	8	4	13	5
Mdh2	13357	14531	11261	13900	49933	11904	5506	22483	10942
Srrm3	951	1037	1010	1406	4974	1167	638	1652	779
Hspb1	0	0	0	0	0	0	0	0	0
Ywhag	11517	11588	8695	9922	49033	11845	5419	19648	9489
Ssc4d	28	30	22	29	141	31	12	64	26
Zp3	0	0	0	1	0	0	0	0	0
Dtx2	178	243	227	359	1265	303	180	474	182
Upk3b	0	0	0	0	0	0	0	0	0
Upk3bl	0	0	0	0	0	0	0	0	0
Rasa4	8	25	6	15	60	7	8	17	4
Mir7035	0	0	1	0	0	0	0	0	0
Polr2j	978	1232	570	943	4937	1051	659	2188	956
Lrwd1	365	441	361	569	2386	499	154	851	422
Alkbh4	114	149	110	183	597	141	43	227	105
Orai2	526	567	422	802	4012	817	385	1242	663
Prkrip1	491	540	358	1123	3680	842	557	1262	615
Sh2b2	7	8	11	10	32	4	1	9	6
Cux1	3862	3878	3566	3985	15762	3873	2957	6069	3066
Mir721	0	0	0	1	3	1	0	0	0
Myl10	0	0	0	0	0	0	0	0	0
Col26a1	0	0	1	6	13	2	6	1	0
Ift22	347	434	269	358	1523	295	158	444	212
4933404O12Rik	1770	1938	1520	1975	8593	1914	928	3372	1600
Fis1	1255	1572	941	1247	5784	1261	442	2331	1034
Cldn15	19	21	24	99	224	53	24	95	52
Znhit1	1091	1365	744	1242	4945	1209	452	2156	855
Plod3	2040	2323	1923	2482	9695	2124	1037	4477	1960
Mir702	0	0	0	0	0	0	0	0	0
Vgf	2499	2396	2734	2343	7270	1954	1083	5165	2378
Ap1s1	1921	2318	1568	1840	8660	1763	573	3522	1503
Serpine1	24	17	22	13	51	24	5	5	8
Trim56	122	187	110	110	741	174	113	440	168
Ache	7	3	5	5	43	5	1	10	0
Mir8116	2	0	2	1	4	1	2	0	0
Ufsp1	70	74	77	98	438	82	43	226	83
Srrt	5662	5418	4621	7999	26536	5585	5586	10758	5336
Mir7036	5	7	3	1	10	8	7	6	6
Trip6	59	38	31	73	261	48	13	102	40
Slc12a9	424	455	367	436	2004	445	137	736	360
Ephb4	7	10	5	10	60	8	5	25	10
Zan	5	4	4	6	49	10	11	12	8
Epo	0	0	0	0	2	0	0	0	0
Pop7	347	394	255	380	1596	428	109	687	323
Gigyf1	2381	2336	2111	2478	10378	2226	1342	4288	2018
Gnb2	4505	5673	4713	6048	23963	5151	1298	9109	3795
Mir6418	0	0	0	0	0	0	0	0	0
Actl6b	291	270	216	278	1302	268	79	430	207
Tfr2	2	9	0	1	15	3	0	10	1
Mospd3	316	371	286	246	1117	238	113	481	224
Pcolce	19	7	19	12	45	17	6	15	12
Fbxo24	6	8	5	7	32	6	6	7	9
Gm20605	52	72	42	109	328	70	18	131	56
Lrch4	0	0	0	0	0	0	0	0	0
Sap25	0	0	0	0	0	0	0	0	0
Irs3	0	0	0	0	2	0	0	4	0
Agfg2	1187	1273	970	1387	5823	1315	545	1619	883
Nyap1	119	163	124	107	508	122	74	192	85
Tsc22d4	1427	1663	1489	1140	4348	968	554	2112	848
Ppp1r35	464	607	339	365	2337	495	68	617	292
Mepce	1941	1737	1667	2790	9895	2006	1031	3587	1595
Zcwpw1	746	863	540	1629	5263	931	694	1418	661
Pilra	0	0	0	1	1	0	0	0	0
Pilrb1	0	0	0	0	6	0	0	0	0
Pilrb2	0	0	0	0	0	0	0	0	0
Cyp3a13	0	0	0	0	0	0	1	0	0
Gjc3	0	0	0	0	0	0	0	0	3
Azgp1	0	0	0	1	0	0	0	0	0
Smok3a	0	1	0	0	0	0	0	0	0
Smok3b	0	0	0	0	0	0	0	0	0
Zkscan1	4433	4546	3777	4191	18688	4217	3116	6317	3270
