Geneid	KRS7_37_PCCL3_1_DMSO	KRS7_40_PCCL3_2_DMSO	KRS7_43_PCCL3_3_DMSO	KRS7_38_PCCL3_1_Tg6h	KRS7_41_PCCL3_2_Tg6h	KRS7_44_PCCL3_3_Tg6h	KRS7_39_PCCL3_1_Tg24h	KRS7_42_PCCL3_2_Tg24h	KRS7_45_PCCL3_3_Tg24h
Srek1	1964	1760	2175	2459	4197	2769	1665	2728	2319
Adap2	0	0	0	0	2	2	0	0	0
Mir103a2	1	0	2	0	0	0	0	0	0
Mir101a	3	0	0	0	0	2	0	0	1
Cryz	435	328	284	217	84	193	320	119	303
Alg14	718	612	802	491	264	505	743	454	879
Mettl14	1194	1062	1117	1033	1051	1091	840	853	1073
Erh	3385	2374	2811	2864	835	1741	2354	1050	2496
Lrmda	0	0	0	0	0	0	0	0	0
Map7d1	4861	4414	3639	5895	3897	5656	5662	6004	4684
Dbr1	867	958	703	910	814	896	726	697	893
Mogat2	1	3	0	3	1	0	0	0	0
Usp9x	14307	13477	14594	18212	13823	15125	16272	14326	18623
Ndufb4	1773	890	1089	856	344	270	1489	718	1459
Csmd1	0	0	4	0	0	4	8	14	14
LOC307727	0	0	0	0	0	0	0	0	0
Dcaf5	2205	1875	2064	2751	1942	2634	2902	2811	2748
Cxxc1	1602	1209	1538	1350	924	1544	1499	1207	1796
RGD1564149	0	0	0	0	0	0	0	0	0
Gtsf1	0	0	0	0	0	0	0	0	0
Rnps1	5400	4986	5193	5586	3341	6195	4836	3374	5422
Plscr4	382	257	201	142	59	97	184	140	172
Tinagl1	1351	1223	957	1696	885	1330	1456	1203	2229
Serpinb11	0	0	0	0	0	0	0	0	0
Trmt112	739	408	719	731	210	329	926	327	923
Nfyb	1034	850	904	2406	1359	1044	994	564	920
Scnn1a	31	23	18	41	36	34	73	87	91
Stx4	1806	1342	1877	1927	1895	1595	2567	2593	2988
Gria1	0	0	0	0	0	0	0	0	0
Psmc3	4006	3519	3418	4247	3030	3179	4264	3782	4472
Ssb	7962	7478	8351	7287	12261	6632	6573	10569	7812
Soat1	3579	2903	5731	4241	1957	5639	4681	3007	6217
Snrpn	0	0	0	0	0	0	0	0	0
Ptprn2	2	1	0	7	0	1	6	1	11
F9	0	0	0	0	0	0	0	0	0
LOC24906	0	0	0	0	0	0	0	0	0
Smcp	0	0	0	0	0	0	0	0	0
Rps10	7683	4116	8820	7293	2224	4837	9098	3837	9304
Tmsb4x	962	382	388	833	241	184	1518	592	701
Ripk4	340	275	272	207	94	237	217	114	309
Ift57	638	494	618	700	787	557	927	846	968
Zfp295	1027	892	1491	2403	1445	2885	1547	1157	2363
Nipal4	16	9	13	16	2	4	21	9	8
Nfkbiz	37	49	27	217	330	205	131	210	259
Hoxd10	0	1	0	0	0	0	0	0	0
Ranbp17	0	1	0	0	0	0	0	0	0
Casq1	51	29	32	27	15	25	21	3	29
Kif19	30	24	10	0	0	1	11	8	16
Car12	14	4	1	2	2	6	0	0	1
Rab14	2445	2238	3096	3150	2325	3682	2706	2348	3504
Madd	2156	2147	1696	1853	1087	1782	2058	1465	2290
Slamf9	0	0	0	0	0	3	8	1	2
Trim27	859	809	672	1085	684	1194	984	713	1009
Plekhg2	1010	786	490	943	720	619	579	405	429
Man2b2	2826	1967	2316	1245	821	1484	1235	832	1884
Mir203	0	0	0	0	0	0	0	0	0
Mir200b	0	0	0	0	0	0	0	0	0
Mir300	0	0	0	0	0	0	0	0	0
Mir742	0	0	0	0	0	0	0	0	0
Mir708	0	0	0	0	0	0	0	0	0
Mir674	0	0	0	0	0	0	0	0	0
Mir652	0	0	0	0	0	0	0	0	0
Rassf9	295	283	201	397	450	256	179	190	232
Tas2r138	0	0	0	0	0	0	0	0	0
Itga8	0	1	0	0	0	0	0	3	1
Mrgbp	8	1	21	21	10	1	14	15	13
Ltbp3	6254	5521	3282	3149	1871	2771	2264	1581	2526
RGD1311756	891	805	607	270	211	227	371	312	618
Minos1	3015	1435	2548	2473	405	713	2404	548	2570
Mirlet7e	0	0	1	1	0	0	1	2	0
Cpne8	3	1	0	0	0	0	0	0	0
Fn3k	10	7	5	1	1	0	0	0	0
Gmeb1	321	312	280	295	228	366	210	211	240
Yipf7	0	0	2	0	0	0	0	2	0
Dennd6b	349	332	466	258	150	364	268	209	425
Ogdhl	860	591	719	348	166	369	291	130	448
Shcbp1l	9	5	13	162	76	53	90	92	318
Arhgef3	798	681	663	982	698	1038	751	679	860
RGD1309104	776	690	544	1188	1240	875	719	883	827
Myoz2	0	0	0	0	0	6	1	0	0
Usp53	1017	900	988	1516	1506	1486	1348	1276	1487
Ebi3	0	0	0	5	3	0	0	0	0
Dph6	229	206	227	123	208	203	206	235	236
Lrfn5	0	0	0	0	3	0	0	0	0
Klhl15	164	212	211	243	177	233	234	153	224
Zbtb8a	566	412	420	705	422	566	343	247	396
Rpf1	1059	837	1060	1086	927	1003	1085	946	1228
Cavin1	3200	2687	1886	3771	1734	2479	2914	1649	2774
Rab5c	7396	6939	5810	6898	6828	6339	8068	9180	7988
Nkiras2	1204	896	999	954	326	836	1527	859	1540
Gpr143	0	2	4	0	0	0	0	0	0
Glod5	380	229	359	174	90	127	219	124	246
Atpaf2	919	718	773	596	334	481	890	445	968
Wnt3a	0	0	1	0	0	0	0	1	0
Zfp39	0	0	0	3	0	0	0	0	0
Zfp358	806	588	543	603	562	669	585	509	733
Lztr1	2739	2244	2601	2742	1174	2754	2491	1531	2930
Tmem179	0	0	0	0	0	0	5	0	1
Glyatl1	0	0	0	1	0	0	0	0	0
S100g	0	0	0	0	0	0	0	0	0
Cat	7526	5802	5616	3386	4113	3960	9878	9812	10800
Vsnl1	0	0	0	0	0	0	0	0	0
Ttr	0	2	0	0	0	0	0	0	0
Clec2dl1	5	8	4	15	18	8	11	13	14
Clec2d2	199	217	114	782	776	387	352	369	249
Upk1a	0	3	5	3	2	4	3	3	5
Fam163a	1860	1383	857	1436	782	1174	268	143	350
Cnfn	0	0	0	0	0	0	0	0	1
Clec3a	0	0	0	0	0	0	0	0	0
Nudt12	569	466	528	206	248	194	568	496	787
Large1	17645	12149	13454	3930	2837	4962	2180	1599	2422
Susd4	0	0	1	0	2	0	0	0	0
Nek1	1224	1079	1156	1505	1748	1454	1432	1443	1473
Sntn	0	0	0	0	0	0	0	0	0
Trmt1	1486	1168	1954	1387	469	1788	2010	930	2685
LOC288521	0	0	0	0	0	0	0	0	0
Phka2	315	368	236	196	146	137	178	124	274
Pias4	478	401	468	518	143	621	527	226	728
Ttc7a	807	621	746	1433	497	1464	2544	1484	2331
Inpp5b	1657	1431	1623	2220	1393	2208	2731	2033	2446
Aoc3	21	11	17	53	19	34	28	22	38
Cpq	13402	7435	10380	8564	3416	6993	4458	2171	5690
Pdcd2	647	448	1014	746	234	705	838	300	1255
Cd8a	0	0	0	0	0	0	0	0	0
Rps6ka3	1537	1525	1406	2365	1904	1853	1589	1635	1579
Lpin3	1207	869	1154	803	409	1088	1157	713	1471
Emilin3	0	0	0	0	0	0	0	0	0
Chrdl1	0	0	3	1	2	2	35	46	31
Gpx3	0	0	0	0	0	0	0	0	1
Afmid	138	110	85	53	20	33	88	52	53
Boll	0	0	0	0	0	0	0	0	0
Ubn2	1485	1190	1270	1312	1422	1540	1674	1807	1707
Fam91a1	5578	5447	6683	6180	3825	7465	6879	5469	8920
LOC685171	0	0	0	0	0	0	0	0	0
Mplkip	228	222	195	207	78	147	234	137	256
Ccdc32	585	418	583	637	316	527	818	550	782
Wscd1	0	0	0	0	0	0	0	0	0
Anapc7	1265	974	1142	1328	734	1206	1015	591	1296
Hhatl	0	0	0	0	0	0	0	0	0
Gstp1	2216	1492	2205	1019	312	810	5447	2247	6368
Grin2c	0	0	0	0	0	0	0	0	0
Nadk2	325	371	215	223	141	180	376	331	302
Dgcr14	779	798	842	995	581	1099	699	530	891
Gpc4	37	6	7	3	3	0	17	3	0
Cpeb1	0	3	3	6	7	10	7	4	46
Atp6v1g3	0	0	0	0	0	0	0	0	0
Agtpbp1	2207	1887	1923	1952	1725	1883	1651	1269	2510
RGD1304624	155	78	162	141	48	100	108	55	159
LOC100362172	0	2	0	0	0	0	0	0	3
Fcna	1	1	3	6	0	1	1	0	1
Mageb5	0	0	0	0	0	0	0	0	0
Nr2c2ap	1339	928	1311	1259	417	1077	1677	883	1819
Mageb18	0	0	0	0	0	0	0	0	0
Sphkap	0	0	0	0	0	0	0	0	0
Rfx7	2645	2479	2219	2443	3043	2759	2680	3061	2915
Rab7a	5760	4775	7323	9013	8129	10139	7558	8294	10009
Mgat5	1225	1110	666	183	145	148	383	369	310
Unc13a	385	366	346	846	442	905	1426	865	1350
Cd6	442	429	951	682	334	1149	678	510	990
S100a11	1324	761	1127	2026	1396	1070	1538	1271	1574
Il17re	415	352	688	405	184	674	669	326	1584
Mrpl40	782	634	789	457	274	440	702	442	767
LOC102551365	0	0	0	0	0	0	0	0	0
Clec5a	0	0	0	0	0	0	0	0	0
Fkbp1b	87	34	25	72	38	43	56	23	52
Arl3	1322	1054	1298	1195	978	948	1439	1274	1431
Specc1	1165	990	1091	1110	1553	1080	915	1338	1412
Zdhhc9	603	544	577	672	523	752	752	584	868
Utp11	1476	1499	2332	2915	3312	4024	2897	2971	4664
Heyl	0	1	0	0	0	0	3	0	0
Mir103a1	0	0	0	0	0	2	0	0	0
Lrcol1	3	10	0	0	0	0	0	0	0
LOC100363294	10	16	6	0	5	6	1	6	6
Kank2	4320	3460	2262	1683	929	944	1557	983	1373
Erlec1	1837	1779	1608	2077	1858	1812	3406	3058	4123
Mrps17	1287	833	1192	663	334	467	895	500	878
Cacfd1	689	601	520	897	264	772	564	348	662
Prorsd1	117	45	97	91	55	47	114	71	126
Klhl6	0	0	0	0	0	0	0	0	0
Lnc056	0	0	0	0	0	0	0	0	0
Rexo5	326	438	197	270	281	229	123	74	268
Eva1b	0	0	0	0	0	0	0	0	0
RGD1559909	327	279	307	531	82	444	607	124	556
Mtf1	515	440	477	645	460	712	616	465	666
Tubgcp6	962	872	696	600	291	548	637	409	864
Rassf3	1631	1363	1267	1128	638	927	1046	806	1067
RGD1306474	0	0	0	0	0	0	0	0	0
Ppfia2	0	0	0	0	0	0	0	0	0
Scrib	5719	5482	3918	3441	1915	3309	2440	1713	2803
Med23	3180	2620	2935	2614	1641	2752	3386	2415	3510
Taf1	3862	3741	3425	4814	4809	4000	4612	4552	4909
Nfu1	861	672	1192	831	760	742	1456	1159	1824
Rnf135	648	512	545	319	118	381	490	244	573
Lap3	3225	2381	3861	4230	1949	3837	3950	2589	4855
Fos	364	244	292	611	554	709	258	268	208
Unc5b	1	3	2	0	5	0	3	3	1
Aldh1a1	285	186	190	331	154	183	39	15	94
Bmp15	0	0	0	0	0	0	0	0	0
Tmem138	290	280	225	306	201	193	307	188	327
Mynn	1274	1128	1478	1583	1054	1754	1170	885	1409
Evpl	1901	2279	894	326	364	233	801	812	500
Tbx2	2	0	0	1	4	0	7	0	2
RGD1564482	51	18	41	28	9	8	38	3	18
Mir125b1	7	0	5	1	0	3	0	0	1
Mir132	0	0	0	0	0	0	0	0	0
Mir210	0	0	2	2	0	1	12	0	1
Hspa4	10580	10747	16203	18753	19579	22131	14581	18430	18086
Mir673	0	0	0	0	0	0	0	0	0
Colec12	0	0	0	0	0	0	0	0	0
Tc2n	0	0	0	0	0	0	0	0	0
Mir196a	0	0	0	0	0	0	0	0	0
Mir195	0	0	2	0	0	2	1	0	3
Sco1	552	537	628	542	452	598	548	438	650
Kalrn	955	698	1266	2137	1315	3096	752	713	951
LOC100362110	0	0	0	0	0	0	0	0	0
Ppp1r35	1	0	0	3	1	0	6	1	1
Vom2r79	0	0	0	0	0	0	0	0	0
Hs3st6	0	0	1	0	0	0	1	1	5
Mettl27	208	143	205	117	21	97	204	64	305
Fndc3c1	0	0	0	0	0	0	0	0	0
Klhl5	24	16	20	12	17	15	22	16	20
RGD1563104	0	0	0	0	0	0	0	0	0
Gpr153	2	1	0	3	0	4	6	3	2
Klf3	3681	3104	2861	3284	3129	3915	3140	3609	2766
Pou3f4	0	0	0	0	0	1	0	0	0
Dancr	152	63	159	151	26	85	81	22	139
Cntn5	0	0	0	0	0	0	0	0	0
Inpp5e	654	550	565	428	258	490	445	336	628
Hdx	0	0	0	0	0	0	0	0	0
Myef2	6217	6335	5478	6051	7444	5121	4029	5011	4447
Ap4m1	716	559	610	584	170	556	508	209	707
Lrrc17	1	1	2	6	1	10	0	0	0
Gapdh	64115	44548	46739	50623	17159	34409	94544	39593	86016
G6pd	3302	3155	3705	5730	3868	6545	17868	12737	19993
Mir128-2	0	0	0	0	0	0	0	0	0
Surf4	1182	1123	982	3240	1110	3206	3665	1862	3309
LOC500956	196	139	142	188	77	118	222	114	216
Mylip	2339	1575	1361	1449	451	768	1375	764	1052
Olr11	0	0	0	0	0	0	0	0	0
Irx1	0	0	8	0	0	1	0	0	0
Irx4	0	0	0	0	0	0	0	0	0
Snx18	3478	2752	3813	4675	3684	4595	4968	4165	5243
Rtkn2	6	0	0	0	2	0	0	5	0
Ophn1	380	315	247	316	269	243	348	282	342
Tmem150b	1	0	1	2	1	0	3	2	0
Padi6	3	2	0	0	0	1	0	0	0
Clec7a	0	0	0	0	0	0	0	0	0
Thoc2	3698	3997	4220	3275	4428	4204	3168	4577	4381
Gli1	286	289	233	566	187	363	344	126	299
Cplx4	0	0	0	0	6	3	2	0	1
Frem1	0	3	6	7	0	5	1	1	1
Msc	0	0	0	0	0	0	0	0	0
Emc8	650	639	498	913	315	406	744	441	793
Adgre5	328	239	302	239	171	223	402	372	393
Tmem186	788	622	576	428	205	251	656	300	696
Neil1	175	130	95	40	19	59	129	81	161
Rem1	0	0	0	0	0	0	0	0	0
Rpl17	17480	7287	19478	18207	5588	8634	18992	6901	24415
Ppp1r27	0	0	0	0	0	0	2	0	0
Klrb1	0	0	0	0	0	0	0	0	0
Fbxl17	1652	1276	1336	1967	1472	1721	2582	1974	2094
St6gal2	0	0	0	0	0	0	0	0	0
Myl6l	0	0	0	0	0	0	0	0	0
Tmem259	1213	1320	1151	1121	695	1660	1282	1158	1475
Sfr1	3863	3015	3205	4891	3937	3147	4513	4265	4630
Arrdc4	427	567	31	241	117	58	521	432	86
Ppp2r5e	2800	2893	2515	4070	3245	3803	3255	2741	3293
Dnajb1	1731	1226	1151	2168	688	1296	1956	981	1754
Tmem144	0	0	0	0	0	0	0	0	0
Mir211	0	0	0	0	0	0	0	0	0
Cyp4x1	0	0	0	0	0	0	0	0	0
Ggta1	9	0	0	1	0	0	4	8	2
Klhl17	301	237	189	142	61	146	140	66	164
Cby1	551	388	366	234	135	132	371	196	401
Atp5e	1628	769	1701	1073	219	431	902	253	1296
Tlr3	1329	1319	772	328	533	148	566	980	584
Sdhd	1340	1113	1419	952	355	612	926	411	1022
Htr2c	0	0	0	0	1	0	0	0	0
Mir375	0	0	0	0	0	0	0	0	0
Mir196c	0	0	0	0	0	0	0	0	0
Sbf1	2917	2763	2782	3033	1227	3810	2856	1471	3178
Tspo	690	510	448	510	35	237	659	128	532
Trmt10b	600	411	686	671	254	448	799	427	925
Dnajc5g	0	0	0	0	0	0	0	0	0
Lzic	1458	1312	1187	872	555	883	1052	950	970
Fgfr1op	655	420	453	1551	1316	1242	774	798	867
Hoxc9	0	0	0	0	5	0	0	0	0
Gprc5a	2008	2282	958	1255	768	750	739	476	901
Mmp28	0	0	0	0	0	0	0	0	0
Ing4	1487	805	1039	983	472	670	974	531	1113
Gsk3a	2380	2517	2240	2571	2315	3232	2662	2801	2971
Myl12b	6296	4487	2936	2670	2251	1394	3156	2486	3837
Isl1	0	0	0	0	0	0	0	0	0
Susd3	0	0	0	0	0	0	0	0	0
E4f1	378	228	336	336	111	331	427	205	502
Sh3bgrl	3236	3674	2652	3980	5922	3695	1940	2577	2024
Galnt2	2857	2702	1853	1402	934	1580	1861	1267	2051
Gtf2e2	1675	1311	2016	1519	1299	1443	1755	1401	2076
LOC290876	0	0	0	1	0	0	0	2	0
Rhox7	0	0	0	0	0	0	0	0	0
Cops8	1594	1275	1631	1592	577	1400	1785	707	1727
Slc46a1	779	522	619	268	157	321	533	300	611
Pqlc1	1169	949	1026	1917	440	2164	1346	673	1658
Anp32e	9092	6637	6783	6085	5968	3089	5994	5248	5604
Rrm2	1606	2230	329	921	1062	268	83	99	288
Gde1	1346	1054	1180	858	424	688	1173	706	1184
Aldh2	9303	6685	8455	6058	2442	5412	6398	3394	7799
Cldn34a	0	0	0	0	0	0	0	0	0
Pabpc5	0	0	0	0	0	0	0	0	0
Sin3b	1539	1123	1322	1380	590	1149	1512	876	1715
Med18	382	297	241	249	107	180	228	119	260
Taf12	638	560	492	484	509	323	809	895	725
LOC497796	0	0	0	0	0	0	0	0	0
Gimd1	0	0	0	0	0	0	0	0	0
Tp53i3	0	0	0	0	0	0	0	0	0
Ap1s2	311	304	363	453	450	484	552	524	528
LOC302022	25	25	22	59	21	77	7	10	11
Dennd1a	1150	1023	1035	767	754	869	950	989	1088
Elf4	460	518	666	747	424	979	662	402	932
Ptchd1	0	0	0	0	0	0	0	0	0
Nhs	0	0	0	0	0	0	0	0	0
Hccs	1182	1125	1262	1399	1050	1325	1157	1040	1537
Ubqln3	0	0	0	0	0	0	0	0	0
Uvrag	2064	1812	2285	3781	3174	3858	2638	2708	5543
Papd5	1192	1309	1177	1612	1454	1853	1096	1320	1363
Sall1	16272	13108	12596	7654	4557	8402	8883	6919	8948
Rpgrip1l	955	940	616	567	699	393	764	821	636
Kcnmb3	0	0	0	0	0	0	0	0	1
Actrt1	0	0	0	0	0	0	0	0	0
Brd4	4680	5229	5011	5775	8762	8508	4027	6928	5218
Hacd1	127	89	147	152	60	124	52	34	65
Wdr62	566	838	629	588	594	1000	200	166	1035
Zfp418	139	124	193	186	184	171	159	206	177
Vill	203	123	108	94	31	72	188	79	162
Gramd1b	360	243	261	385	377	415	445	382	349
Sap18	1519	731	1343	1773	462	650	1454	605	1586
Olr1765	0	0	0	0	0	0	0	0	0
Gnrhr	0	1	0	0	0	0	0	0	0
Olr1766	0	0	0	0	0	0	0	0	0
Olr1767	0	0	0	0	0	0	0	0	0
Gtf3c5	988	870	846	739	492	695	908	727	1032
Rap2c	1049	1048	2105	2116	1697	3154	2947	3009	4381
Chtop	2459	1776	2456	2090	684	1921	2060	879	2353
Usp26	0	0	0	0	0	0	0	0	0
Bbs7	1014	915	1405	1669	1252	1465	1260	1265	1836
Mmp19	60	32	140	48	27	83	345	169	172
Slc39a12	0	0	0	0	0	0	0	0	0
Mir133a	0	0	0	0	0	0	0	0	0
Mir134	0	0	0	0	0	0	0	0	0
Mir135a	11	6	3	0	0	0	0	0	0
Mir181c	0	0	0	0	0	0	0	0	0
Denr	1619	1319	1876	1992	2018	1629	1486	1778	1789
Mir3555	0	0	0	0	0	0	0	0	0
Serpinb6b	274	155	144	58	27	42	4	2	8
Trip12	13260	11279	13014	16557	10997	14237	13104	11282	15242
Itln1	0	0	0	0	0	0	0	0	0
Mir218-2	0	0	0	0	0	0	0	0	0
Mir217	0	0	0	0	0	0	0	0	0
Mir216a	0	0	0	0	0	0	0	0	0
Mir214	0	0	0	0	0	0	0	0	0
Mir301b	0	0	0	0	0	0	0	0	0
Mir126a	1	1	0	0	3	2	0	2	3
Mir344a-2	0	0	0	0	0	0	0	0	0
Mir3566	0	0	0	0	0	0	0	0	0
Mir3065	0	0	0	0	0	0	0	0	0
Mir3597-1	0	0	0	0	0	0	0	0	0
Mir3565	0	0	0	0	0	0	0	0	0
Mir3564	0	0	0	0	0	0	0	0	0
Mir129-1	0	0	0	0	0	0	0	0	0
Mrpl3	2052	1569	2307	2008	782	1691	1898	1004	2357
Mir299	0	0	0	0	0	0	0	0	0
Fbxo48	31	54	29	18	15	9	25	20	19
Fjx1	90	79	60	112	82	131	167	93	120
LOC365985	0	0	0	0	0	0	0	2	1
Tecrl	0	0	0	0	0	0	0	0	0
Cntnap5b	0	0	0	0	0	0	0	0	0
Erich4	1	1	0	1	0	0	0	1	2
Mir3592	0	0	0	0	0	0	0	0	0
Mir344b-1	0	0	0	0	0	0	0	0	0
Mir3591	0	0	0	0	0	0	0	0	0
Pmaip1	0	0	0	0	0	0	0	0	0
Prdm4	861	782	955	1276	1041	1631	1064	994	1461
Il4r	2017	1723	1056	2907	907	2438	2662	947	1826
Atxn10	4276	3166	3503	5167	2812	3586	5335	3156	5679
Tceal7	0	0	0	0	0	1	0	0	0
Abcb10	1017	977	880	646	433	657	1200	871	1026
Mettl24	0	1	0	0	0	0	2	0	0
Capn7	2361	2270	1890	2132	1615	1581	2816	2774	2881
Fam71d	1	1	0	0	5	0	3	3	1
Brf2	294	230	385	340	91	324	335	126	441
Lrguk	21	16	17	1	2	6	40	31	19
Epha2	1509	1455	1513	2928	1121	2560	1925	1317	2394
Lsm10	244	162	224	111	45	68	300	155	351
Nectin4	13	12	18	1	8	5	5	5	6
Spata46	3	0	0	0	0	0	0	0	0
Slc5a9	0	0	0	0	0	0	0	0	0
Prrg4	2402	2029	2520	4702	2770	3360	1337	1105	1068
Ccdc190	3	0	0	0	0	0	0	0	0
RGD1565989	6	12	10	19	23	18	18	17	21
RGD1309821	330	296	289	271	164	310	360	269	398
Arl8a	1286	1241	1669	2078	1924	2644	1942	2509	2321
Poldip3	3658	2636	3276	3288	1225	2915	3138	1664	3700
Ift27	338	302	214	177	91	109	306	174	387
Lnc004	0	0	0	0	0	0	0	0	0
Fuz	221	170	125	158	27	101	184	92	221
Rab2b	539	372	454	544	359	431	473	336	579
Mrps23	2439	1443	2528	1971	947	1041	2806	1657	3131
Spag9	10380	8326	11118	22763	20814	20313	13160	13455	14752
Epor	53	66	27	84	18	54	72	18	65
Bax	853	527	869	892	256	761	1116	520	1618
Vdr	370	278	183	183	67	62	180	107	148
Ogt	4368	3244	5709	2394	1543	3397	3806	3128	6189
Tnp2	0	0	0	0	0	0	0	0	0
Tnp1	0	0	0	0	0	0	0	0	0
Fdx1	119	88	144	268	153	232	256	138	283
Pdlim4	940	756	596	1007	257	461	696	363	673
Slc4a3	284	166	218	210	51	210	193	90	276
Kif3a	1547	1232	1469	1797	2268	1783	1810	2271	1984
Agrp	1	0	2	1	0	0	0	0	10
Pglyrp1	1	5	3	1	0	0	3	0	4
Slpi	0	0	0	0	0	0	0	0	0
Maoa	1809	1592	1741	1653	1270	1250	2300	1821	2387
Tcf4	1043	831	752	610	573	569	772	945	716
Vhl	1809	1628	1452	1578	633	1456	1952	1037	2206
Prl7d1	0	0	0	0	0	0	0	0	0
Atox1	344	178	220	175	35	56	439	97	337
Mir138-1	0	0	0	0	0	0	0	0	0
Mir138-2	0	0	1	0	0	0	0	0	0
Mir137	0	0	0	0	0	0	0	0	0
Mir136	0	0	0	0	0	0	0	0	0
Cops6	2081	1550	1787	1683	1121	1458	2203	1498	2330
Tgm3	1	0	0	0	0	0	0	0	0
Aarsd1	1150	1033	1229	971	403	930	938	382	1103
Mir142	0	0	0	0	0	0	0	0	0
Mir141	0	0	2	0	0	0	0	0	0
Mir139	0	0	0	0	0	0	0	0	0
Prps1	1005	802	833	1071	583	901	1486	1132	1476
Jrk	535	470	398	215	133	215	295	161	361
Hspa13	1438	1334	1455	4274	2183	3410	3422	2391	3977
Slc22a5	751	547	654	290	131	261	592	213	568
Spr	134	122	85	39	17	47	136	40	90
Cyp2c11	0	0	0	0	0	1	0	0	0
Tyms	1652	2165	829	979	668	348	652	499	797
Chrm5	0	0	0	0	0	0	0	0	0
Bex4	0	0	0	0	0	0	3	0	0
Klhdc3	1563	1196	1488	1579	635	1657	1694	890	1813
Itga4	0	0	0	0	0	0	0	0	0
Akr1c12	214	159	217	191	86	113	184	132	215
Apbh	0	0	0	0	0	0	0	0	0
Dear	1	0	1	0	0	1	0	1	0
Cntd1	32	34	11	3	3	3	11	2	19
Mcoln1	1073	971	1665	863	663	1708	1644	1443	2622
Ptpn13	2515	2439	1490	1047	739	819	2139	1880	2062
Klra2	0	0	0	0	0	0	0	0	0
Dnmt3b	161	118	126	91	53	87	133	75	113
Larp1b	1721	1736	2466	2816	3156	2907	2379	3153	3119
Mitd1	238	206	235	276	185	155	191	200	243
Slc17a5	651	483	1123	1333	1084	1678	895	725	1506
Cage1	104	56	62	22	41	24	107	88	128
Slc39a8	0	0	0	0	0	2	0	0	1
Sf3b4	2382	2271	2446	2554	1688	2921	2328	2058	2711
Dap3	1365	1143	1212	1128	543	1053	1045	647	1140
Fbxo8	466	474	502	698	488	651	593	590	791
Pold2	706	900	503	487	334	396	504	435	558
Slc46a3	49	40	23	7	5	1	34	2	28
Cfap97	641	615	644	296	422	299	612	589	763
Tada2a	1094	939	949	954	612	782	775	550	993
Plscr3	1546	1141	1010	1144	453	961	1528	711	1443
Rhox9	0	0	0	0	0	0	0	0	0
Zbtb43	1121	855	1125	1194	827	1341	1120	919	1544
Gga1	626	581	728	599	406	883	828	868	869
Fkbp10	10184	8337	7964	7835	3703	8353	13238	7543	13483
March7	3277	2523	4303	4983	2813	5489	3047	2096	4234
Cytip	177	66	123	55	6	16	38	10	103
Zbtb38	2241	2126	1914	4714	4472	3460	2314	3195	2303
Tspyl1	3130	2400	2572	3954	1692	3011	2958	1928	3098
Surf6	919	913	977	1048	886	1413	863	1059	1045
LOC499643	0	0	0	0	0	0	0	0	0
Xk	188	231	170	171	134	232	168	143	182
Sphk2	792	652	632	393	274	357	808	522	937
Smarcd3	926	1077	545	676	270	388	606	267	523
Stat4	0	0	0	0	0	0	0	0	0
Stom	1731	1780	1471	972	649	853	977	670	1739
Fbxo7	1526	1211	1640	1396	593	1342	1425	767	1926
Catsper2	34	27	32	16	4	9	31	47	49
Trim55	18	5	22	2	7	33	8	14	29
Phf7	368	340	343	168	119	152	369	271	416
Mbd1	1159	1198	1297	1538	936	1716	1464	1011	1524
Lilrb4	0	0	0	0	0	0	0	0	0
Spetex-2F	0	0	0	0	0	0	0	0	0
Naaa	3	7	13	24	7	17	14	2	5
Tceal8	1729	1345	1681	4672	5542	2358	2548	3370	2842
Armcx2	0	0	0	0	0	0	0	0	1
Pigv	389	315	321	193	112	255	319	100	343
Pacsin3	1278	1111	1353	1703	787	1514	2476	2009	3243
Olr1051	0	0	0	0	0	0	0	0	0
Olr175	0	0	0	0	0	0	0	0	0
Olr174	0	0	0	0	0	0	0	0	0
Olr1657	0	0	0	0	0	0	0	0	0
Svs3a	0	0	0	0	0	0	0	0	0
Olr329	0	0	0	0	0	0	0	0	0
Olr327	0	0	0	0	0	0	0	0	0
Olr307	0	0	0	0	0	0	0	0	0
Olr176	0	0	0	0	0	0	0	0	0
Olr172	0	0	0	0	0	0	0	0	0
Olr171	0	0	0	0	0	0	0	0	0
Olr1751	0	0	0	0	0	0	0	0	0
Tmed9	2507	1579	2637	6477	2196	4749	5534	2611	5850
Rrp15	1675	1426	1790	1978	2116	1820	1919	2485	2016
Ppp1r3c	871	588	485	319	134	102	316	136	358
Xkr4	0	0	0	0	0	0	0	0	0
Gimap6	0	0	0	0	0	0	0	0	0
Grwd1	808	686	903	670	327	827	887	436	1080
Coq8b	515	395	425	356	134	461	659	325	777
Cdc42ep2	1621	821	1092	909	226	514	867	400	803
Riok2	1284	1097	1453	1644	879	1479	1178	928	1501
Dok1	1475	1035	797	871	208	512	1027	401	1010
Kif1bp	1462	1199	943	915	477	616	955	746	1095
Rnaseh2a	1440	1114	764	854	266	483	1018	368	1128
Txlng	323	295	395	425	705	496	415	631	437
Smc4	6297	9643	4423	6179	14596	3982	1603	2503	3932
Rbm12	23	11	43	20	24	17	17	38	26
Oas1i	0	1	0	1	0	1	3	0	2
Cnnm2	963	706	1079	896	673	1316	1034	890	1323
Nepro	383	419	482	568	447	771	339	342	562
