Geneid	KRS7_28_MGN3_2_DMSO	KRS7_31_MGN3_3_DMSO	KRS7_34_MGN3_4_DMSO	KRS7_29_MGN3_2_Tg6h	KRS7_32_MGN3_3_Tg6h	KRS7_35_MGN3_4_Tg6h	KRS7_30_MGN3_2_Tg24h	KRS7_33_MGN3_3_Tg24h	KRS7_36_MGN3_4_Tg24h
Gm15800	3525	2215	4104	3621	1937	4542	4337	2455	2784
Trafd1	976	477	1136	1852	829	1815	1474	853	911
Naa25	911	782	1305	1857	1293	1882	1791	1105	1436
Erp29	895	526	1734	1039	359	1095	2052	1568	972
Tmem116	10	2	16	31	8	28	64	23	29
Adam1b	0	0	0	0	0	0	3	0	0
Adam1a	27	3	35	39	25	57	64	35	38
Mapkapk5	841	676	1169	2014	1502	1913	2291	1414	1758
Aldh2	770	281	869	739	159	532	770	527	276
Acad12	91	42	138	190	41	164	176	113	29
Acad10	269	84	382	479	115	488	422	322	125
Brap	1483	1619	1936	2724	1700	2592	2189	1438	2077
Atxn2	2528	3734	2715	3702	4073	3720	2635	1607	4228
Sh2b3	309	142	405	587	196	582	563	348	262
Mir7031	0	0	0	0	0	0	1	0	0
Fam109a	109	22	147	290	38	310	155	118	17
Cux2	166	55	191	346	133	352	219	117	122
Myl2	0	0	0	0	0	0	0	0	0
Ccdc63	1	0	1	2	0	1	2	0	0
Ppp1cc	1942	1577	2808	2200	1060	2146	2218	1450	1418
Hvcn1	16	12	12	41	29	44	138	73	57
Tctn1	214	91	302	625	192	481	336	233	184
Pptc7	751	487	1071	758	523	850	904	683	647
Rad9b	36	27	35	92	27	82	98	34	46
Vps29	1280	722	2061	1858	773	1485	1801	1398	886
Fam216a	1686	1244	2297	2601	1429	2345	1509	1032	1191
Gpn3	652	424	965	1066	649	1006	1088	698	678
Arpc3	1784	1345	2950	1800	666	1542	1868	1386	1197
Anapc7	868	702	1299	1498	801	1441	1170	745	957
Atp2a2	18545	13894	26947	20633	15422	24103	30698	22390	24959
Ift81	975	1168	1086	1590	1618	1607	967	623	1545
P2rx7	44	32	58	150	95	244	400	127	119
P2rx4	1584	1062	1570	1356	744	1122	1165	884	720
Camkk2	741	372	1044	839	318	928	744	516	353
Anapc5	6728	6500	8491	6203	4170	5995	6780	4921	6519
Rnf34	601	441	836	1121	606	1075	835	616	781
Kdm2b	1085	559	1389	1356	575	1354	1179	798	667
A930024E05Rik	76	8	94	179	70	149	89	47	43
Orai1	49	22	93	122	47	164	114	79	52
Morn3	0	0	0	1	0	1	1	2	0
Tmem120b	171	64	227	257	131	293	336	229	175
Rhof	150	37	187	192	62	172	159	139	68
Setd1b	1241	896	1235	2032	1325	2324	1995	1122	1678
Hpd	1	0	0	0	0	1	3	0	0
Psmd9	606	260	867	1174	277	983	910	610	255
Bcl7a	729	461	937	708	291	713	769	568	572
Mlxip	746	553	952	1560	633	1572	1188	754	605
Il31	0	0	0	0	0	0	0	0	0
Lrrc43	0	0	0	0	0	1	2	0	0
B3gnt4	8	1	7	6	5	7	4	4	4
Diablo	850	573	1297	1324	508	1307	1563	1013	895
Mir7647	0	0	0	1	0	2	3	3	0
Vps33a	1511	1595	2270	2288	1495	2247	2679	1866	2069
Clip1	2673	3747	3278	3141	3595	3162	4150	2747	5847
Zcchc8	1389	1255	1838	2732	1759	2417	1662	1010	1561
Rsrc2	2015	3709	2278	4893	5514	4198	2555	1439	4424
Kntc1	4124	2703	6094	5646	3566	6373	3037	2111	2193
Hcar2	2	0	1	0	0	0	4	2	0
Hcar1	846	427	1196	337	162	337	849	727	499
Denr	2231	4429	3173	3504	4183	3294	3801	2960	6284
Ccdc62	106	184	147	220	253	238	292	197	367
Hip1r	1127	859	1487	1919	818	1926	1518	979	853
Mir7032	0	0	0	0	0	0	0	0	0
Vps37b	726	386	751	1212	515	1098	859	524	457
Abcb9	153	60	229	281	78	316	237	115	109
Ogfod2	239	85	354	816	133	683	521	357	146
Arl6ip4	692	676	926	813	460	738	716	498	679
Pitpnm2	3161	1467	3264	4049	1941	4079	2428	1449	1469
Pitpnm2os1	1	0	2	1	0	0	1	0	4
Mphosph9	956	1201	1481	1500	1274	1775	1854	1099	1619
2810006K23Rik	295	499	504	484	426	453	523	399	963
Cdk2ap1	93	56	203	191	35	188	213	111	80
Sbno1	5840	6045	7278	6861	6706	7656	8772	5666	9223
Setd8	3322	4497	4282	5937	5292	5444	4473	2955	5506
Rilpl2	495	181	566	852	280	648	355	244	100
Snrnp35	198	216	411	445	125	395	300	248	188
Rilpl1	321	226	363	499	291	431	464	262	395
Tmed2	2336	3317	3380	2704	1844	2880	5029	3629	5957
Ddx55	493	432	695	850	537	810	704	423	571
Eif2b1	717	520	1336	1382	620	1282	1224	826	730
Gtf2h3	558	261	812	942	371	785	840	539	459
Tctn2	601	240	592	463	162	365	330	241	189
Atp6v0a2	1305	685	1906	1726	838	1948	2669	1767	1380
Dnah10	4	8	4	14	1	11	28	6	24
Ccdc92	643	602	752	961	590	823	719	477	677
Zfp664	3315	2570	5005	4546	2880	5151	5151	3647	3824
Fam101a	199	93	536	512	169	615	124	166	80
Ncor2	4463	3870	4857	4889	3118	5004	4022	2597	3929
Scarb1	966	365	1252	1325	408	1270	1138	741	595
Ubc	511	751	1384	939	100	898	1757	1153	532
Dhx37	368	333	600	877	362	821	834	453	577
Bri3bp	989	571	1345	866	357	1007	1235	892	691
Aacs	498	223	806	1316	420	1310	915	547	343
Tmem132b	34	28	28	65	30	67	72	35	31
4933438B17Rik	0	0	0	0	0	0	0	0	0
4930572K03Rik	0	2	0	0	0	0	0	0	0
Tmem132c	1	3	0	2	1	0	1	0	3
Tmem132cos	0	0	0	0	0	0	0	0	0
Slc15a4	513	201	801	1551	396	1277	803	517	234
Glt1d1	698	471	933	834	362	724	485	347	399
Tmem132d	0	0	0	0	0	0	0	0	0
5930412G12Rik	0	0	0	0	0	0	0	0	0
Fzd10	0	0	0	0	0	0	0	0	0
Piwil1	0	0	0	5	0	0	1	2	0
Rimbp2	3289	1805	3632	3441	1458	3222	1879	1411	1428
Stx2	846	646	1063	1194	629	1114	938	742	765
Ran	4805	3088	8940	6322	2611	6108	6803	4754	3182
Adgrd1	2	0	1	6	0	6	3	6	3
Sfswap	1318	1201	1795	1627	1019	1504	1976	1262	1853
Mmp17	13	0	17	23	3	31	20	10	4
Zfp11	222	222	272	312	262	350	461	269	501
Sept14	0	0	2	1	1	3	6	1	0
Mrps17	584	289	1144	1225	385	1139	1371	923	549
Gbas	542	404	791	938	504	906	1064	807	486
Psph	467	225	902	2054	833	2090	2766	2407	1117
Cct6a	5299	3895	7925	6869	3843	6583	7756	5207	5209
Snora15	0	2	0	0	0	1	0	0	0
Sumf2	733	323	927	656	179	460	630	506	251
Phkg1	13	0	6	8	3	6	17	8	0
Chchd2	2166	723	4008	2519	553	2322	2610	1912	598
Zbed5	39	39	48	140	131	144	97	85	73
Nupr1l	0	0	3	4	0	9	9	1	0
Vkorc1l1	1232	791	1700	1785	1359	2085	2944	2064	1988
Gusb	1018	528	1497	369	163	399	551	485	319
Asl	371	145	492	580	125	491	576	467	229
Crcp	254	258	483	1006	444	1005	982	569	649
Tpst1	1202	781	1738	1711	871	1572	1173	877	883
Kctd7	365	106	599	1031	372	1113	795	528	253
Rabgef1	552	407	790	791	466	816	907	603	610
Tmem248	2577	2094	3776	5409	3293	5792	6985	4607	4352
Sbds	1268	1551	1572	2880	2276	2411	2329	1419	2359
Tyw1	1043	592	1319	2244	990	2008	1769	1204	971
Caln1	0	0	0	0	0	0	1	0	0
A330070K13Rik	0	0	0	0	0	0	0	0	0
Wbscr17	0	0	0	0	0	0	0	0	0
Auts2	2132	2942	2706	2666	3083	3449	3050	2082	4463
4930563F08Rik	0	0	0	0	0	0	0	0	0
Gatsl2	1027	396	983	977	333	836	578	507	373
Wbscr16	210	109	341	652	177	672	655	416	183
Gtf2ird2	326	158	393	712	353	589	525	262	217
Ncf1	0	0	0	1	0	4	0	0	0
Gtf2i	6540	3438	9484	9980	4338	10391	8137	5247	4556
Gtf2ird1	1470	909	1867	3366	1330	3286	2145	1238	1268
Clip2	1004	449	1232	1467	529	1445	1015	709	622
Syna	8	17	1	6	2	2	3	0	3
Mir7228	0	0	0	0	0	1	0	0	0
Rfc2	1679	857	2545	2669	901	2526	1453	975	700
Lat2	20	3	4	33	11	20	28	13	16
Eif4h	5514	2572	8222	8740	2076	8304	7518	4727	2915
Limk1	393	195	526	868	340	946	1079	668	493
Eln	76	30	107	127	28	173	57	26	14
Wbscr28	0	0	0	0	0	0	0	0	0
Cldn13	0	0	0	0	0	0	0	0	0
Wbscr27	100	109	96	90	102	114	124	103	133
Cldn4	0	0	0	0	0	0	0	0	0
Cldn3	0	0	0	0	0	0	0	0	0
Wbscr25	0	0	0	0	0	1	0	0	0
Abhd11	73	46	155	150	22	204	255	135	75
Abhd11os	0	0	0	0	0	1	1	0	0
Stx1a	574	395	853	950	311	916	922	589	546
Wbscr22	324	176	591	620	165	706	615	470	237
Dnajc30	251	113	343	274	161	389	383	279	170
Vps37d	47	3	60	135	11	135	83	51	8
Mlxipl	1	2	2	5	0	1	3	1	2
Tbl2	1179	632	1765	2566	1090	2794	2608	1704	1306
Bcl7b	523	469	707	1719	658	1516	1015	632	666
Baz1b	8091	10572	10412	15794	14238	15615	10589	6616	15101
Fzd9	0	0	0	0	0	0	0	0	0
Fkbp6	0	2	0	0	0	0	0	0	3
Trim50	1	0	0	1	0	0	1	0	0
Nsun5	246	113	426	641	189	590	521	306	206
Pom121	1787	1531	2301	2132	1347	2349	2870	1669	2359
Mir7033	0	0	0	0	0	0	0	0	0
Hip1	1220	889	1434	1683	900	1550	1144	781	890
Ccl26	0	0	0	0	0	0	0	0	0
Ccl24	0	0	0	0	0	0	0	0	0
Rhbdd2	657	240	886	965	328	929	561	396	247
Por	1261	1155	1622	1418	695	1434	1322	933	1218
Tmem120a	190	140	328	413	162	424	582	366	237
Mir7034	0	0	0	0	0	0	0	0	0
Styxl1	10	3	15	32	10	49	62	31	5
Mdh2	4005	2241	6817	4278	1402	4116	5677	4049	1982
Srrm3	1010	551	933	1644	581	1314	1173	712	650
Hspb1	4	3	30	8	2	33	13	4	0
Ywhag	5700	2806	8089	6762	2594	6707	7393	5199	3392
Ssc4d	32	24	59	104	27	44	91	66	14
Zp3	0	0	0	0	0	0	0	1	0
Dtx2	191	93	253	441	126	443	309	172	190
Upk3b	0	0	0	0	0	0	0	0	0
Upk3bl	0	0	0	4	0	0	0	0	0
Rasa4	4	1	22	18	4	20	22	18	2
Mir7035	0	0	0	0	0	0	0	0	0
Polr2j	405	384	889	740	134	694	806	545	414
Lrwd1	284	64	428	628	183	676	385	231	81
Alkbh4	113	31	113	208	45	177	169	127	24
Orai2	478	203	614	1027	381	960	1142	810	588
Prkrip1	271	334	423	761	381	661	686	390	609
Sh2b2	122	51	115	231	81	207	164	79	101
Cux1	2526	2494	3118	2507	1673	2724	2585	1481	2471
Mir721	0	0	0	0	2	0	0	0	0
Myl10	0	0	0	0	0	0	0	2	0
Col26a1	5	3	4	36	5	28	99	68	19
Ift22	394	247	534	581	162	480	493	366	249
4933404O12Rik	690	348	993	912	411	962	1079	764	518
Fis1	1067	400	1753	1496	342	1364	1294	921	450
Cldn15	3	3	4	12	0	7	3	4	0
Znhit1	597	210	875	776	198	691	805	473	269
Plod3	3438	1038	4665	3680	1061	3388	4214	2730	1414
Mir702	0	0	0	0	0	0	0	0	0
Vgf	6083	952	6078	3403	482	3034	2836	1802	617
Ap1s1	1800	652	2722	2458	390	1993	2327	1528	520
Serpine1	6077	1385	7011	4163	425	943	272	186	134
Trim56	959	731	1165	1225	491	1443	1301	882	1086
Ache	119	32	99	148	34	108	114	91	40
Mir8116	11	16	7	20	18	4	26	18	33
Ufsp1	48	20	127	108	43	123	104	85	37
Srrt	4557	5583	6158	5792	3326	5153	5078	3178	5002
Mir7036	2	5	8	4	0	4	4	2	0
Trip6	15	0	22	30	6	15	27	12	2
Slc12a9	296	69	521	764	126	662	563	413	90
Ephb4	82	25	85	85	17	75	27	37	33
Zan	247	88	271	416	109	269	179	87	74
Epo	2	0	0	3	0	0	2	0	0
Pop7	155	71	250	306	33	300	247	180	44
Gigyf1	1757	726	1908	2382	681	2213	1969	1308	769
Gnb2	4199	795	5530	6415	987	5316	4739	2773	779
Mir6418	0	0	0	0	0	0	0	0	0
Actl6b	300	78	401	437	122	429	387	174	114
Tfr2	6	2	9	3	0	12	7	9	6
Mospd3	244	125	371	317	107	292	283	157	98
Pcolce	65	16	85	70	26	55	43	32	16
Fbxo24	4	5	15	26	2	21	7	4	6
Gm20605	46	13	56	28	6	33	31	25	18
Lrch4	0	0	0	0	0	0	0	0	0
Sap25	0	0	0	0	0	0	0	0	0
Irs3	0	0	0	0	0	0	0	0	0
Agfg2	511	243	808	1216	367	1146	657	418	255
Nyap1	366	154	358	719	124	583	389	222	161
Tsc22d4	1176	341	1235	1312	284	1116	1074	711	368
Ppp1r35	128	20	221	364	41	287	232	126	14
Mepce	1233	407	1267	2231	515	1872	1049	685	422
Zcwpw1	438	370	433	571	343	540	637	425	599
Pilra	0	0	2	1	0	2	1	1	0
Pilrb1	0	0	0	0	0	0	0	1	0
Pilrb2	0	2	0	0	0	0	1	0	0
Cyp3a13	3	1	2	3	0	1	1	0	2
Gjc3	0	1	1	0	0	0	0	0	0
Azgp1	0	0	0	0	0	0	0	0	0
Smok3a	0	0	0	0	0	0	0	0	0
Smok3b	0	0	0	0	0	0	0	0	0
Zkscan1	2365	1888	2339	2290	2181	2294	2744	1753	2619
Zscan21	660	424	985	1194	599	1182	883	601	535
Zfp113	909	442	1088	1296	802	1308	1177	721	726
Cops6	1541	1332	2361	2248	725	2047	1888	1275	1169
Mcm7	4294	2494	5787	8503	3500	8143	5067	3333	3361
Mir25	0	0	9	8	0	4	10	2	0
Mir93	0	0	4	0	0	0	0	0	0
Mir106b	0	0	0	0	0	0	2	0	0
Ap4m1	527	226	771	1321	321	1066	635	389	176
Taf6	1147	1037	1534	1940	1024	1765	1489	904	1194
Cnpy4	367	350	516	647	249	515	478	268	358
Mblac1	18	19	52	53	17	53	43	29	15
Nxpe5	0	0	0	0	0	0	0	0	0
Lamtor4	154	101	504	348	47	357	445	289	114
BC037034	332	159	428	673	205	616	461	308	223
6330418K02Rik	77	48	141	136	69	153	142	113	122
Gal3st4	0	0	0	0	0	0	1	0	0
Gpc2	2	1	4	3	1	2	1	0	0
Stag3	0	0	0	0	0	0	4	4	1
Zfp157	599	427	743	1142	939	993	909	527	807
1700123K08Rik	0	0	0	0	0	0	0	0	0
Zfp68	1171	1229	1547	2343	2318	2300	1731	1032	2064
A430033K04Rik	623	528	683	803	813	837	388	292	579
Fam20c	3046	1611	4707	3290	1262	3276	2133	1604	1094
Gm5294	1	0	0	0	0	0	1	0	0
Pdgfa	237	238	290	244	190	227	309	195	378
Prkar1b	1302	641	1516	1776	674	1458	1738	1158	877
Dnaaf5	307	222	475	677	325	691	501	355	354
Sun1	3005	1803	3913	4079	2272	4011	3978	2800	2600
Get4	522	202	780	1293	343	1303	1218	706	397
Adap1	9	6	24	35	5	38	42	21	10
Cox19	395	202	649	514	72	452	526	290	190
Cyp2w1	0	2	0	0	0	0	0	0	0
3110082I17Rik	216	147	217	388	132	378	345	245	255
Mir339	1	0	2	2	0	0	0	5	0
D830046C22Rik	0	0	0	0	0	0	0	0	0
Gpr146	314	108	246	300	128	222	147	104	71
C130050O18Rik	3	3	3	3	1	2	1	0	0
Gper1	1500	399	1469	1063	216	582	96	90	41
Zfand2a	797	604	1308	2041	910	1984	3570	2360	1662
4930500L23Rik	0	0	0	0	0	0	0	0	0
Uncx	0	0	0	0	0	0	1	0	0
Micall2	5	3	7	12	1	15	24	15	43
Ints1	1740	827	2478	2234	863	2658	2249	1355	821
Mir7037	2	0	0	0	0	0	0	1	0
Mafk	303	167	422	684	282	558	797	412	325
Tmem184a	5	0	1	2	0	1	1	1	0
Psmg3	138	45	255	423	94	417	377	275	74
Elfn1	1	0	2	2	2	2	0	0	5
Mad1l1	590	709	880	1238	802	1179	807	502	793
Ftsj2	111	53	195	198	74	188	127	107	90
Nudt1	97	34	223	107	16	118	106	74	33
Snx8	395	245	779	1177	322	1151	1008	743	303
Eif3b	4602	3850	6267	6644	3879	6968	7725	4708	5677
Mir7038	0	0	0	0	0	0	0	0	0
Chst12	215	136	196	170	135	182	286	170	167
Grifin	0	0	0	0	0	0	1	0	0
Lfng	0	0	0	0	0	0	0	0	0
Ttyh3	1361	510	1678	1139	311	1113	864	619	365
Iqce	702	435	876	1199	409	1206	862	546	517
Brat1	259	83	321	519	89	496	460	364	106
Amz1	27	10	19	62	13	62	125	62	39
Gna12	951	562	1060	1197	726	1271	1892	1258	1244
Card11	0	0	0	0	0	0	3	0	0
Sdk1	1092	856	1712	1342	640	1603	1260	900	920
Foxk1	1410	609	1651	2560	927	2404	1783	1154	944
Ap5z1	149	69	246	462	134	422	487	272	172
Radil	9	0	6	41	14	37	25	13	8
Papolb	2	2	5	10	5	8	8	2	9
Mmd2	0	0	0	0	0	0	0	0	0
Wipi2	1868	990	2247	3190	1284	2974	4078	2604	2145
Slc29a4	713	337	648	579	168	398	211	211	81
Tnrc18	2409	1181	2851	2598	940	2814	1853	1063	957
Fbxl18	192	36	238	296	96	277	253	176	68
Actb	15792	8123	20619	14762	5177	14404	12873	8568	6252
Fscn1	2	0	7	3	3	3	4	2	0
Rnf216	1846	1430	2151	2873	1739	2705	2266	1464	1961
Rbakdn	0	0	0	1	0	0	2	0	0
Rbak	228	169	357	391	299	410	457	341	414
Spdye4b	0	0	0	0	1	1	3	0	0
Spdye4a	3	0	3	3	0	1	3	4	2
4930448H16Rik	0	0	0	0	0	0	0	0	0
Zfp12	813	508	1144	1571	839	1667	1684	1058	1100
Zfp316	459	266	557	1799	560	1612	683	346	497
E130309D02Rik	412	176	457	863	341	826	764	446	298
Zdhhc4	213	148	301	437	208	437	437	275	264
0610040B10Rik	30	28	53	70	16	45	69	41	25
Grid2ip	5	0	3	4	0	5	3	1	0
Kdelr2	2476	1127	2673	3286	1602	3006	4697	3158	2330
Daglb	397	198	552	510	219	481	533	431	261
Rac1	7054	6088	7331	5229	5154	5129	6090	3976	6294
Fam220a	442	231	620	579	244	601	750	546	333
Cyth3	428	301	524	628	342	594	623	413	520
Usp42	435	416	593	809	612	878	801	503	719
D130017N08Rik	0	0	0	0	0	0	0	0	0
Eif2ak1	1308	1380	1721	1655	1424	1574	1819	1235	1817
Ankrd61	0	0	0	9	2	4	7	4	8
Aimp2	311	299	598	790	325	762	651	355	334
Pms2	636	515	895	1359	735	1277	1131	663	769
Ccz1	1163	969	1456	1433	1084	1447	1887	1198	1468
Ocm	0	1	0	0	0	1	1	0	1
Lmtk2	2437	1388	3526	3128	1721	3682	4171	2683	2125
Bhlha15	289	163	497	1421	676	1878	2104	1367	1154
Tecpr1	699	229	979	1298	310	1427	939	637	267
Bri3	540	181	767	752	188	649	744	346	168
Baiap2l1	1149	1092	1156	1373	1288	1108	739	475	853
Gm15708	14	7	17	28	24	26	44	21	45
Dmr	0	0	0	0	0	1	0	0	0
Nptx2	1	0	1	0	0	3	3	0	0
Tmem130	18	4	16	19	6	6	25	15	16
Trrap	3641	2017	4563	4645	2010	5024	5264	2951	3153
Smurf1	888	500	1080	2120	920	1823	1956	1115	1012
Mir7039	0	0	0	0	0	0	0	0	0
Kpna7	0	0	0	0	0	0	1	0	0
Gm4871	0	0	0	0	0	0	0	0	0
1700018F24Rik	0	0	0	0	0	1	0	0	0
Arpc1a	1558	594	2447	1841	517	1625	1907	1251	572
Arpc1b	607	248	976	766	192	701	605	427	222
Pdap1	3322	7307	4053	4180	3141	3622	4012	3280	7960
Bud31	1248	740	2008	2124	929	1933	2481	1769	1374
Ptcd1	365	226	556	988	336	923	599	401	270
Cpsf4	431	180	618	997	328	955	883	487	347
Atp5j2	1790	1026	4097	2547	537	2064	2604	1989	711
Zkscan14	195	107	262	558	126	351	345	218	241
Zkscan5	379	152	440	544	236	456	433	247	286
Zfp655	1391	1216	1778	2914	3026	3150	3455	2118	2947
Zscan25	367	206	349	1114	360	938	612	347	262
Cyp3a57	2	0	0	11	9	7	36	10	28
Cyp3a16	0	2	0	0	0	1	6	0	0
Cyp3a41a	0	0	0	0	0	0	0	0	0
Cyp3a41b	0	0	0	0	0	0	0	0	0
Cyp3a44	0	0	0	0	0	0	0	0	0
Cyp3a11	0	0	1	0	0	0	3	0	7
Cyp3a25	0	0	0	0	2	0	1	1	0
Cyp3a59	0	0	0	0	1	0	0	0	0
1700001J03Rik	0	0	2	1	1	1	4	0	0
Rnf6	2210	2241	2949	3061	2318	2995	3761	2496	3605
Cdk8	1421	1450	1720	2024	2432	1866	1922	1251	2524
Wasf3	696	699	895	1014	717	1010	981	684	1072
Gm6408	0	1	0	0	0	0	0	0	0
Gm6370	0	0	0	0	0	0	0	0	0
Gm3415	0	0	0	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0	0	0	0
Gm3402	0	0	0	0	0	0	0	0	0
Gm3404	0	0	0	0	0	0	0	0	0
Gm3409	0	0	0	0	0	0	0	0	0
Gpr12	1	7	4	1	3	3	1	0	0
Usp12	1456	1358	2050	1641	1388	1812	1625	1217	1852
Rpl21	5795	4490	10581	8945	2338	7661	9467	6391	4559
Rasl11a	31	15	54	101	30	73	74	55	21
Gtf3a	533	272	875	717	241	642	616	490	279
Mtif3	389	413	508	949	588	837	610	380	653
Lnx2	211	342	300	422	468	443	389	266	613
Polr1d	550	308	1211	1013	194	954	1185	814	349
Gsx1	0	3	0	0	0	0	2	0	0
2210019I11Rik	0	0	0	0	0	0	0	0	0
Pdx1	0	2	0	0	0	0	0	0	0
Mir7k	0	0	0	0	0	0	0	0	0
Cdx2	0	0	0	0	0	0	0	0	0
Urad	0	0	3	0	0	0	0	0	0
Flt3	0	0	0	1	0	0	2	1	0
D5Ertd605e	0	0	0	0	0	0	0	0	0
Pan3	1050	957	1153	1453	1614	1504	1310	782	1399
Flt1	0	0	0	5	6	0	2	4	0
Pomp	1123	674	2329	1261	402	1249	1798	1149	786
Slc46a3	147	73	199	246	168	247	503	387	299
Mtus2	12	3	5	10	2	20	9	9	10
Slc7a1	2926	1919	4467	10426	5476	12598	12018	7991	7715
Ubl3	4799	2962	5585	5170	3552	4952	4590	3380	3573
2210417A02Rik	1	0	3	2	2	5	2	1	0
4930505K14Rik	0	0	0	0	0	0	0	0	0
Katnal1	882	835	1298	1707	1403	1977	1656	1129	1797
8430423G03Rik	0	0	0	0	0	0	0	0	0
5930430L01Rik	213	238	234	235	191	218	212	111	177
Gm15408	0	4	4	5	2	2	7	10	13
Hmgb1	5043	7765	7089	5209	3582	4786	4830	3374	7227
5730422E09Rik	4	4	0	3	0	9	5	0	8
Gm8615	6	6	11	9	10	11	18	6	10
Uspl1	834	415	1194	986	503	1009	1181	651	703
Alox5ap	0	0	3	2	2	2	3	4	0
Medag	0	0	3	1	1	0	3	0	0
Tex26	21	12	9	45	21	26	16	9	10
Gm15997	0	0	0	0	0	0	0	0	0
Wdr95	0	5	0	0	0	0	2	1	0
Hsph1	4565	4971	7584	2449	2079	3149	4178	2840	4959
B3glct	168	236	269	114	93	153	234	192	257
Gm21221	0	0	0	0	0	0	0	0	0
4930500F04Rik	0	0	0	1	0	0	0	0	0
Rxfp2	3	3	0	1	0	1	1	1	0
Fry	1315	1171	1554	1807	1328	1937	1144	781	1142
Gm5	0	0	0	0	0	0	3	0	0
Zar1l	0	0	0	2	0	0	0	0	0
Brca2	1694	1894	1840	3084	3810	3857	2686	1521	3304
N4bp2l1	98	55	79	222	126	248	178	169	217
N4bp2l2	1750	1576	2022	2115	2139	2235	2071	1302	2144
Pds5b	4641	5241	5408	5830	6499	6218	4088	2715	5926
Kl	2083	2024	2527	1924	2058	2331	1878	1562	1843
Stard13	1267	740	1319	1566	816	1424	842	653	719
1700028E10Rik	6	0	5	4	0	6	12	7	2
Gm3704	3	0	0	5	0	11	2	1	12
Vmn2r18	0	0	0	0	0	0	1	2	0
Rfc3	859	579	1347	2309	1046	2138	1301	722	781
Gm8579	23	19	15	20	12	27	38	12	42
Samd9l	13107	10889	13370	3075	3220	2395	1466	899	2411
Hepacam2	10005	5653	9714	4273	2473	2685	1920	1466	1252
Ccdc132	2348	2430	3374	3450	3388	3702	3799	2585	3447
Calcr	0	0	0	6	1	2	4	1	0
Mir653	0	0	0	0	0	0	0	0	0
Mir489	0	0	0	0	0	0	0	0	0
Tfpi2	0	0	0	1	0	0	0	0	0
Gngt1	0	0	0	0	0	0	0	0	0
Gng11	0	0	1	0	0	0	0	0	0
4930528H21Rik	0	0	0	0	0	0	0	0	0
Bet1	832	670	1117	2196	1491	2268	3243	2293	3130
Col1a2	35	9	15	25	24	18	8	10	8
Casd1	1694	1157	2174	1409	1497	1747	2117	1411	1717
Sgce	1299	932	1542	1475	1108	1374	1385	921	1194
Peg10	892	706	833	520	621	559	694	395	679
Ppp1r9a	2495	2636	3177	2597	2157	3238	3137	2027	3889
Pon1	0	0	0	0	0	0	0	0	0
Pon3	93	75	92	72	58	68	106	107	74
Pon2	2	6	0	1	5	4	8	6	0
Asb4	2	0	2	0	2	2	3	0	0
Pdk4	0	0	2	2	4	10	22	3	2
Dync1i1	1234	813	1373	1523	552	1205	483	357	289
1700019G24Rik	0	0	0	1	0	0	2	0	0
Slc25a13	763	542	978	597	373	617	705	627	474
Shfm1	1103	1547	2886	2120	546	1865	2234	1560	1001
Dlx6os1	0	0	1	0	0	0	0	0	0
Dlx6	0	1	0	0	0	0	0	0	0
Dlx6os2	0	0	0	0	0	0	0	0	0
Dlx5	0	0	0	0	1	0	0	0	0
Sdhaf3	73	37	125	210	92	190	213	158	79
Tac1	1	0	0	3	5	4	14	10	0
Asns	4616	3279	6712	17548	10591	17848	16450	10916	12292
C1galt1	3378	3981	4026	2344	3955	2980	4506	4125	7384
Col28a1	0	0	2	3	4	0	3	0	0
Mios	985	956	1234	1348	1350	1504	1495	1091	1677
Rpa3	738	416	1361	1573	436	1267	1388	1010	618
Umad1	664	389	829	844	467	813	765	551	548
A430035B10Rik	131	81	139	119	111	110	82	87	143
Glcci1	2179	2264	2785	2558	3039	2791	1842	1261	1931
Ica1	2774	2419	3305	5508	4151	5507	5330	3546	4515
Nxph1	1136	803	1331	1343	1076	1385	2837	2003	1991
AA545190	0	0	0	0	0	0	0	0	0
Ndufa4	2280	2727	6170	1700	605	1796	3346	3003	1318
Phf14	2739	3173	3127	4086	4204	4006	3739	2226	5762
Gm6578	0	4	0	0	0	0	2	1	2
Thsd7a	3430	2846	3033	2173	1888	1779	2245	1240	2443
Tmem106b	8387	7646	8558	5994	8835	6850	11152	8435	13796
Vwde	16	11	15	3	20	7	2	3	0
1700016P04Rik	0	0	0	0	0	2	5	0	0
Tmem168	1684	867	1996	1703	1413	1740	2547	1814	1969
B630005N14Rik	2182	1207	2234	2021	1983	1771	1846	1379	1728
Gpr85	785	816	1060	915	815	893	2038	1541	1935
2610001J05Rik	550	213	1075	844	162	673	931	692	216
1110019D14Rik	291	440	339	335	327	278	291	260	533
Ppp1r3a	10	23	2	5	3	3	8	1	9
Foxp2	736	754	580	1308	1984	1481	1296	823	1592
Mdfic	926	681	1152	1640	1189	1612	2573	1975	2416
Tfec	0	0	2	0	0	0	0	0	0
Tes	955	632	1116	1345	875	1379	1288	916	1134
D830026I12Rik	1	3	0	0	1	0	0	0	0
Cav2	176	149	218	143	130	162	241	201	192
Cav1	0	2	0	0	1	0	1	0	0
Met	11	13	7	25	27	13	16	3	1
Capza2	5033	4941	6680	5939	4163	5459	6092	4286	6203
St7	464	340	653	815	528	790	1361	878	799
