Geneid	KRS7_1_QGP1_1_DMSO	KRS7_4_QGP1_2_DMSO	KRS7_7_QGP1_3_DMSO	KRS7_2_QGP1_1_Tg6h	KRS7_5_QGP1_2_Tg6h	KRS7_8_QGP1_3_Tg6h	KRS7_3_QGP1_1_Tg24h	KRS7_6_QGP1_2_Tg24h	KRS7_9_QGP1_3_Tg24h
HAUS7	139	72	431	80	214	174	165	151	73
SLC35F2	656	332	1406	306	873	543	951	947	737
OPN1MW3	0	0	0	0	0	0	0	0	0
LOC285766	1	0	0	0	0	1	0	0	0
TAS1R1	1	0	0	0	0	0	0	0	0
B3GNT6	0	0	0	0	0	0	0	0	0
PSTK	38	24	88	51	70	45	28	56	37
SCARF2	8	1	14	0	4	7	12	14	6
TCEAL8	3817	4354	7309	3492	4463	2891	3485	3222	2992
LOC101927691	4	0	3	0	0	0	5	0	0
LINC01622	1	0	0	0	0	0	1	4	4
MIR6720	0	0	0	0	0	0	0	0	0
KRBA2	551	481	811	222	464	202	431	428	447
SLC16A12	1814	1340	3416	480	1172	702	804	1010	685
FOXN4	3	3	22	0	3	1	4	0	0
GMDS-AS1	66	40	136	26	81	46	60	85	99
LINC01600	3	0	11	5	3	0	5	0	3
MIR4645	0	0	0	0	1	0	1	0	0
SERPINB9P1	9	4	11	0	12	3	3	0	4
LOC101927730	0	0	0	1	0	0	0	0	0
THEGL	0	0	0	0	0	0	0	0	0
LINC01011	52	29	101	28	44	21	75	81	65
TIGAR	813	628	1557	891	1465	962	1429	1332	1251
LINC02525	113	110	252	33	107	41	117	138	84
MPG	286	99	527	100	343	133	318	293	217
MRC1	0	0	2	10	46	12	21	18	10
SOCS6	289	166	425	193	382	239	515	404	393
LOC100507506	4	2	6	0	3	0	2	0	1
LOC102724096	0	0	0	0	0	0	0	0	0
KU-MEL-3	0	0	0	0	0	0	0	0	0
TMLHE	368	321	706	212	488	216	355	355	271
LYRM4-AS1	13	17	33	26	25	6	28	21	34
RNFT1-DT	4	4	11	6	10	2	7	16	7
MIR3691	0	0	1	0	0	0	0	0	0
LOC101927972	32	18	74	4	38	16	42	58	47
LOC101927950	1	0	0	0	1	0	0	0	0
PTPRZ1	83	101	258	269	338	247	397	416	244
MIR7853	0	0	0	0	0	0	0	0	0
MIR5683	0	0	0	0	0	0	0	0	0
LY86-AS1	0	0	0	0	0	0	1	1	2
HOGA1	39	18	48	12	67	24	41	57	29
KDM8	24	12	54	7	22	15	29	17	18
FOS	279	135	482	275	910	440	507	576	409
FOXC2	0	0	0	0	0	0	0	0	2
FOXG1	0	1	0	0	0	0	0	0	0
FGR	0	0	0	0	0	0	1	0	0
IL18RAP	0	0	0	3	0	1	0	0	0
CELA3A	0	0	0	0	0	0	0	0	0
ADGRA2	63	18	94	15	32	32	33	51	29
BLOC1S5-TXNDC5	0	2	0	0	0	0	0	0	0
PIP5K1P1	0	0	2	5	3	0	0	5	3
EEF1E1-BLOC1S5	0	0	0	0	0	1	0	0	0
SCARNA27	10	2	28	5	12	14	12	34	23
LOC100506207	30	17	53	9	36	21	44	41	33
TCF25	1666	1353	3146	1751	2705	1589	1629	1852	1496
EFR3B	3935	2013	7826	2390	7822	4182	3396	4306	3214
TFAP2A-AS2	14	15	42	0	8	7	16	27	15
LINC00518	2	0	1	0	0	0	1	5	1
MIR5689HG	0	0	2	0	0	0	0	0	0
MIR5689	0	0	0	0	0	0	0	0	0
LOC101928191	0	0	0	0	0	0	0	0	0
ELOVL2-AS1	0	0	0	0	0	1	0	0	0
CGRRF1	149	101	239	179	340	187	417	319	239
TSNAX	890	735	1145	688	1134	640	997	770	651
LOC101928253	0	0	0	0	0	0	0	0	0
LOC100130357	20	12	24	8	11	17	20	35	26
RTL1	3111	2352	5296	1128	2640	1487	1218	1307	614
KIF9	42	36	129	31	122	29	66	119	104
NKX2-6	0	0	0	0	0	0	0	0	0
RPS26P11	0	2	0	0	0	0	0	0	0
UQCRBP1	0	16	15	20	10	3	2	8	6
RPL23AP32	0	8	0	1	1	0	1	0	0
ARGFXP2	0	0	0	0	0	0	0	0	0
DPRXP4	1	0	0	0	0	0	0	0	1
GOLGA2P3Y	0	0	0	0	0	0	0	0	0
TPI1P2	59	68	111	13	35	22	73	65	50
TTTY6B	0	0	0	0	0	0	0	0	0
TPTEP1	1	0	0	0	0	0	0	0	0
IFITM4P	1	0	2	0	0	2	0	0	0
LOC101928433	155	110	191	137	165	126	311	321	292
CPSF4L	0	0	0	0	0	0	0	0	0
LOC101928491	0	0	0	0	0	0	0	0	0
LOC105374952	1	0	2	0	8	2	11	9	5
ZBTB34	486	329	875	231	645	352	540	631	544
CDC37	2027	1715	3438	1911	2900	1671	2720	2388	1948
MEP1A	0	0	0	0	0	0	1	0	0
MIR548A1	1	0	0	0	0	0	0	0	0
LOC101928519	2	0	0	0	1	2	3	8	3
LOC105374960	0	0	0	2	0	0	0	0	0
LOC100506885	68	81	97	23	48	34	63	53	79
MBOAT1	45	11	80	20	38	12	157	149	163
LINC00581	0	0	0	0	0	0	0	0	0
NBAT1	8	7	20	15	8	17	8	4	0
LOC105374972	0	0	0	0	0	0	0	0	0
ACOX2	0	0	0	2	0	0	0	0	0
CHRNB2	3701	1958	7074	1965	5800	2976	3959	4081	3420
CHRNB1	343	180	730	230	891	274	395	448	360
LOC105376731	0	0	0	0	0	0	0	0	0
NPY4R2	0	0	0	0	0	0	0	0	0
SLC47A2	0	0	1	0	0	1	0	0	0
HOXD10	0	0	1	0	0	0	0	0	0
HOXB2	2676	2037	4678	1076	1909	1226	1148	1149	741
COMMD3	198	62	446	46	216	115	213	237	189
ADGRA1	0	0	0	0	0	2	0	0	0
OR1E2	0	0	0	0	0	0	0	0	0
NME5	51	55	91	39	65	39	168	153	153
LOC101928663	1	0	0	0	0	0	0	0	0
FAM160B1	531	417	835	232	544	390	658	681	585
IGSF9	275	90	515	38	179	85	210	179	126
HIST1H2APS1	0	0	0	0	0	0	0	0	0
SMIM10L1	500	608	996	982	1147	667	1054	1047	848
PHF20L1	2105	2334	3277	3712	3381	2290	2544	2268	1926
EIF4G1	8838	8173	16416	6761	11956	7370	8499	8698	6628
PARP1	8427	7461	17278	7582	12697	7715	6498	6762	5132
LOC108783645	2	0	3	0	0	0	2	0	0
GRK2	2312	801	3847	518	1933	1088	1619	1532	1077
ABCA1	65	71	117	79	122	70	68	68	56
PARP3	159	133	239	112	259	98	180	177	131
PARP2	478	421	1350	652	1076	733	873	988	680
CHAF1A	1163	1152	2538	936	1142	1023	737	823	248
SCN9A	3892	3165	5885	2392	2856	2262	4878	3951	5218
NIPSNAP1	3280	1791	6259	1460	4282	1897	2927	3349	2257
BTN2A3P	19	5	30	1	19	4	12	32	12
DBF4	1270	1296	3229	1220	978	1190	1591	1449	654
LOC285819	2	0	0	0	0	0	0	0	0
LOC105374988	1	0	0	0	0	0	0	6	3
GUSBP2	38	28	69	10	20	22	25	16	29
LOC100270746	50	14	64	5	45	10	18	24	22
GIPR	858	598	1269	383	991	433	633	923	836
MIR3143	0	0	0	0	0	0	0	0	0
TEKT3	5	0	2	1	11	3	2	2	2
ZNF204P	663	542	1105	686	1347	677	1612	1808	1562
LINC01012	83	50	184	61	226	100	151	212	224
LOC100131289	56	16	89	3	39	9	18	32	17
ALPI	0	0	0	0	0	1	0	0	0
STK32B	2	0	0	0	0	0	0	0	0
MBD3L2	0	0	0	0	0	0	0	0	0
COX6B2	5	2	5	0	1	0	1	0	0
PROKR2	0	0	0	0	0	0	0	0	0
NAXE	2353	1058	6034	770	3332	1570	1905	2238	1419
METTL27	31	7	64	7	28	4	31	36	26
FOXI1	0	0	0	0	0	0	0	0	0
IL23R	0	0	0	0	1	0	1	0	0
SDE2	791	664	1224	1203	1977	1116	1507	1305	1172
SNRNP48	581	531	1003	1125	1162	883	987	965	642
SH3RF2	0	0	0	0	0	2	0	0	0
CCDC112	1104	1520	1382	2949	1320	1063	2456	1638	1688
FAM81B	88	83	145	63	76	33	158	177	153
GTF2H2C	0	0	0	0	0	0	0	0	0
FGF16	0	0	0	0	0	0	0	0	0
FGF18	2	3	1	0	1	3	2	0	2
OR6J1	0	0	0	0	0	0	0	0	0
OR51J1	0	0	0	0	0	0	0	0	0
LINC00533	0	0	1	0	0	0	0	0	0
LINC01623	0	0	0	0	0	0	0	0	0
HCG14	0	0	0	0	0	0	0	0	0
LINC01556	0	0	0	0	0	0	0	0	0
HCG15	0	0	0	0	0	0	0	0	0
TMEM89	8	1	8	0	0	3	0	0	3
LOC100129636	0	0	0	0	0	0	0	0	0
LOC101929006	0	0	0	0	0	0	0	0	0
LINC01015	0	0	0	0	0	0	0	0	0
SNORD32B	0	0	0	0	0	0	0	0	0
ATP6V1E2	199	143	374	125	436	175	407	545	277
GMPS	1277	1233	2509	1095	1766	1160	1637	1760	1201
HCG4	0	0	0	0	0	0	0	0	0
HLA-V	0	0	0	0	0	0	0	0	0
CEP57	1471	1426	2704	2617	3123	2050	2946	2840	2058
HCP5B	19	6	30	2	22	13	14	40	15
HLA-H	64	3	99	6	59	21	40	34	39
HCG4B	0	0	0	0	0	0	0	0	0
HCG9	0	0	0	0	0	0	0	0	2
HLA-J	0	0	0	0	0	0	0	0	0
TRIM31-AS1	0	0	0	0	0	0	0	0	0
HCG17	0	0	0	0	0	0	0	0	0
HLA-L	24	5	28	8	17	7	13	6	20
HCG18	176	130	192	194	307	197	431	366	291
TRIM39-RPP21	0	0	0	0	0	0	0	0	0
RAD21L1	2	6	11	3	0	0	0	0	1
GBP6	0	0	0	0	0	0	0	0	0
LAMTOR1	706	230	1665	244	1303	497	738	766	634
CNTNAP5	0	0	0	3	0	0	1	0	1
S100Z	9	9	18	0	3	6	6	8	3
GPHA2	0	0	0	0	0	0	0	0	0
ACOT12	0	0	0	0	0	1	1	0	0
INPP5K	704	327	1215	328	1241	581	1395	1276	1217
MAGEC3	0	0	0	0	0	0	1	0	0
LINC00880	0	0	0	0	2	0	0	0	0
PGPEP1L	0	0	1	0	3	0	2	0	0
HCG20	0	0	0	0	0	1	0	0	0
LINC00243	0	0	0	0	0	0	0	0	0
LINC02570	0	0	0	0	0	0	0	0	0
IP6K1	723	298	1128	311	1067	528	852	866	599
MIR4640	1	0	0	0	0	0	0	0	0
ERCC4	601	462	941	346	674	365	789	772	715
ARPC2	4085	3975	8273	4387	6246	3151	4968	5219	3654
HCG21	0	0	0	0	0	0	0	0	0
C1orf185	0	0	0	0	0	0	0	0	0
EPPIN-WFDC6	0	0	0	0	0	0	0	0	0
CLN5	192	128	315	106	203	138	194	147	183
MIR522	0	0	0	0	0	0	0	0	0
MIR520C	0	0	0	0	0	0	0	0	0
MIR520B	0	0	0	0	0	0	0	0	0
MIR524	0	0	0	0	0	0	0	0	0
MIR485	0	0	0	0	0	0	0	0	1
HCG27	6	4	16	0	2	2	1	0	1
MIR6891	0	0	0	0	0	0	0	0	0
LINC01149	0	0	0	0	0	0	0	0	0
HCG26	0	0	2	0	0	0	0	0	0
ATP6V1G2-DDX39B	0	0	0	0	0	0	0	0	0
SNORD117	0	0	0	0	0	0	0	0	0
SNORD84	0	0	0	0	0	0	0	0	0
DDX39B-AS1	0	0	0	0	0	0	0	0	0
HEPACAM2	344	284	640	72	169	78	52	57	51
FGF19	24	8	43	3	23	4	35	22	29
FGFBP1	813	548	2173	826	1813	1032	1658	1310	1195
S100A11	542	524	1095	501	1191	407	1419	1930	1484
RTN2	1118	426	1874	339	1239	611	1161	996	830
DLL1	0	0	0	0	0	0	0	0	1
RPS14	4599	1704	15619	1633	12319	3602	6913	10685	7157
SNORA38	0	0	0	0	0	0	1	0	0
MIR6832	0	0	0	0	0	0	0	0	0
NUP133	1575	920	3165	1054	2827	1605	2187	2479	1799
HNF4G	128	92	183	39	102	61	204	159	167
CLCA1	0	0	0	0	0	0	1	0	0
CEP192	1443	1120	3628	656	1133	865	1323	1463	974
NSRP1	1317	2532	2237	4025	2080	1219	2154	2069	1522
MIR4646	0	0	0	0	0	0	0	0	0
LY6G6E	0	0	0	0	0	0	0	0	0
CLDN1	4	3	14	10	0	5	16	1	11
CDC42SE1	3550	1845	6833	1839	4917	2501	3349	3842	3113
PI4K2A	783	352	1509	495	1643	885	1121	1168	742
SPATA7	116	93	185	77	124	60	215	224	166
GDPD5	190	54	218	55	100	80	177	123	150
MSH5-SAPCD1	0	0	0	0	0	0	0	0	0
SAPCD1-AS1	0	0	0	0	0	0	0	0	0
PADI3	5	0	9	0	2	1	1	0	6
SNORD48	1	0	0	0	1	0	1	0	0
SNORD52	0	0	0	0	0	0	0	0	0
TNFRSF4	0	0	0	0	0	1	0	0	0
HIRA	706	510	1273	567	1394	723	937	691	652
C2-AS1	0	0	0	0	0	0	0	0	0
UNC5D	736	526	1037	449	881	589	656	662	626
SMARCD2	1782	917	3311	639	2212	1049	1572	1517	1059
CYP21A1P	0	0	0	0	0	0	0	0	0
TNXA	0	0	0	0	0	0	0	0	0
RNF157	1721	1130	3482	620	1104	811	1155	1234	796
RGP1	824	539	1347	553	1290	647	1102	1080	979
TNRC18	3553	1837	4825	1872	5242	3559	5039	4684	3351
LOC100507547	2	3	2	0	1	3	5	7	1
PPT2-EGFL8	0	0	0	0	0	0	0	0	0
MIR6721	0	0	0	0	0	0	0	0	0
MIR6833	0	0	0	0	0	0	0	0	0
CEP126	1243	1399	1555	870	1034	741	1413	1309	1507
UGT1A7	0	0	0	0	0	0	0	0	0
LOC101929163	0	0	0	0	0	0	0	0	0
HCG23	0	0	0	0	0	0	0	0	0
HLA-DRB6	0	0	0	0	0	0	0	0	0
HLA-DQB1-AS1	0	0	0	0	0	0	0	0	0
MIR3135B	0	0	0	0	0	0	0	0	0
PSMB8-AS1	0	0	0	0	0	0	0	0	0
ZNF705G	0	0	0	0	0	0	0	0	0
LOC100294145	0	0	0	0	0	0	0	0	0
GOLGA8O	14	15	25	10	15	11	17	28	15
MAGEB17	0	0	2	1	0	0	0	0	1
HLA-DPB2	0	0	0	0	0	0	0	0	0
HCG24	0	0	0	0	0	0	0	0	0
SLC12A5	92	18	152	23	143	65	139	137	125
G6PC2	0	0	0	0	0	0	0	0	0
DNASE2B	2	1	2	0	1	2	5	1	3
PRODH2	2	0	0	0	1	0	0	0	0
CACTIN	465	274	851	244	526	304	485	372	317
BARX1	1778	971	2074	304	576	399	594	476	299
IFNA17	0	0	0	0	0	0	0	0	0
KRTAP4-7	0	0	0	0	0	0	0	0	0
HCG25	0	0	0	0	0	0	0	0	0
MIR6873	0	0	0	0	0	0	0	0	0
MIR6834	0	0	0	0	0	0	0	0	0
RPS7	6520	3956	22597	3279	17451	4062	10096	14902	9203
EN1	0	0	0	0	0	1	3	0	0
PNN	1885	3034	3907	4655	3287	2086	2397	2990	1633
MIR5004	0	0	0	0	0	0	0	0	0
GGNBP1	2	0	0	0	0	0	1	0	0
NELFCD	1661	1399	4069	1056	2547	1425	1260	1484	1251
ELAC1	203	106	365	80	152	95	220	251	196
LOC101929188	23	34	67	9	22	6	16	20	16
MIR3934	0	0	0	0	0	1	0	0	0
SCNN1G	38	13	77	7	29	7	36	32	31
MIR7159	0	0	0	0	0	0	0	0	0
BLOC1S5	7	0	10	0	4	2	9	2	7
MIR6835	1	0	2	0	0	2	3	2	1
CISD3	0	2	0	0	0	0	0	0	0
KRTAP4-5	0	0	0	0	0	0	0	0	0
RPS10-NUDT3	7	0	4	0	0	4	1	0	0
LOC101929243	6	10	42	10	25	9	3	5	9
SNRPC	584	645	1778	640	1057	452	767	1032	603
PEX2	446	267	824	313	654	343	418	509	350
LAMB1	70	20	46	18	29	10	31	39	21
MIR7111	2	0	6	0	3	2	1	1	0
MIR5690	0	0	3	0	0	1	0	0	0
LOC285847	1	0	0	0	0	1	1	0	0
MNDA	0	0	0	0	0	0	0	0	0
KRTAP10-8	0	0	0	0	0	0	0	0	0
KRTAP10-9	0	0	0	0	0	0	0	0	0
CCDC8	0	0	0	1	0	0	0	0	2
ZNF791	867	1165	1448	1644	1597	920	1164	1468	1216
MIR3925	0	0	0	0	0	0	0	0	0
DINOL	1	0	1	0	0	1	1	4	1
ZC3H7A	1802	1411	3077	1304	1597	1201	1739	1778	1500
TSPAN12	921	544	1528	1154	2755	1306	1009	951	782
SWAP70	1232	1209	2197	654	884	580	950	876	646
SART3	1039	1035	2147	1624	2568	1298	1890	2075	1592
MYO10	3712	3548	6060	4951	7850	4459	5992	6222	4635
LINC00605	0	0	0	0	0	0	0	0	0
LINC00582	0	0	0	0	0	0	0	0	0
LINC02520	22	5	6	3	5	6	20	3	4
MIR4462	0	0	0	0	0	0	0	0	0
PRIM2	368	300	989	177	261	290	276	313	123
BRINP1	0	0	0	0	0	0	0	0	0
CRYGA	0	0	0	0	0	0	0	0	0
CRLF2	0	0	0	0	0	0	0	0	0
MOSPD3	402	125	703	119	580	207	277	257	276
BTBD9-AS1	0	0	0	0	0	0	0	0	0
ARMH2	0	0	0	0	0	0	0	0	0
LOC100131047	0	0	0	0	0	2	0	0	0
LINC01103	0	0	0	0	0	0	0	0	0
UBXN10-AS1	0	0	0	0	0	0	0	0	0
LINC00211	0	0	0	0	0	0	0	0	0
LOC100505635	0	0	2	0	3	0	3	3	6
DALRD3	172	43	302	33	237	93	225	295	186
ESRP2	965	609	1662	297	772	409	732	669	463
LOC101929555	0	0	0	0	0	0	0	0	0
ADCY10P1	102	66	213	46	93	64	75	66	93
DDI2	205	154	337	189	316	155	244	197	185
TREML3P	13	0	3	0	2	2	79	55	32
TREML5P	0	0	0	0	0	0	0	0	0
LINC01338	0	0	0	0	0	0	3	0	0
RASGRF2-AS1	0	0	0	0	0	0	0	0	0
LINC01333	1	0	0	0	0	0	0	0	0
LINC01335	0	0	0	0	0	0	1	0	0
MIR4717	0	0	0	0	0	0	0	0	0
MIR433	0	0	1	0	0	0	0	0	0
LINC00603	0	0	0	0	0	0	0	0	0
LINC01265	0	0	0	0	0	0	0	0	0
LINC01017	0	0	0	0	0	0	0	0	0
MIR4641	0	0	0	0	0	0	0	0	0
ATP6V0CP3	0	0	0	0	0	0	0	0	0
LOC401261	73	38	133	14	32	37	30	64	42
XPOT	3472	3575	6819	10938	17765	12306	15700	14592	14422
DIAPH2	46	74	98	44	49	44	58	89	83
RPL7L1	3249	2105	6534	1957	5193	2674	3884	4022	3148
LINC00348	0	0	1	0	0	0	0	0	0
CNPY3-GNMT	0	0	0	0	0	0	2	0	0
PTCSC3	0	0	0	0	0	0	0	0	0
ASB16-AS1	187	78	456	40	217	109	194	174	175
TP73-AS1	382	158	610	137	259	188	295	271	222
NAV2-AS5	0	0	0	0	0	0	0	0	0
KLHDC3	1665	686	3399	538	2267	1011	1664	1775	1249
MRPL2	179	148	553	182	657	262	390	484	373
CXCL14	13	5	1	6	1	0	0	2	2
IGDCC3	12	9	29	0	5	1	6	3	2
CIR1	1153	2118	1896	2246	1818	865	1519	1397	1012
EPRS	6764	6495	13193	10565	18748	10342	14944	15875	13392
ZNF329	218	174	424	216	399	163	364	523	381
CCDC144NL-AS1	2	4	3	7	0	0	0	0	0
MIR6780B	1	0	1	0	0	0	0	0	0
GNAT2	5	4	4	2	4	3	9	8	8
GLI2	0	0	0	0	0	0	0	0	0
CEBPZ	1794	1925	3500	3028	3260	2076	3115	2810	2548
GFER	184	73	414	73	375	197	256	260	161
MSTN	3	0	0	13	20	14	7	1	16
THRAP3	5003	5735	9938	4095	4756	3145	4360	4730	3504
CHMP2A	1110	1475	2676	1317	1846	834	1154	1369	911
TNNI1	0	1	0	0	0	0	1	0	0
MIR3936HG	59	34	80	22	42	29	34	59	59
KCNC3	776	793	1592	421	823	568	654	727	661
LOC101929705	17	17	35	4	10	9	15	25	15
ADH1A	0	0	0	0	0	0	0	0	0
MYMX	0	0	0	0	0	0	0	0	0
HSFX2	0	0	0	0	0	0	0	0	0
IGFN1	102	62	195	143	137	91	194	177	335
MOSMO	354	217	533	163	341	215	335	230	276
MBD3L3	0	0	0	0	0	0	0	0	0
MBD3L4	0	0	0	0	0	0	0	0	0
SMPDL3B	499	271	1084	153	657	262	504	564	472
MIR4647	0	0	0	0	0	0	0	0	0
TMSB4Y	0	0	0	0	0	0	0	0	0
SOX14	0	0	0	0	0	0	0	0	0
MIR4642	0	0	0	0	0	0	0	0	3
LOC105375075	0	0	0	0	0	0	0	0	0
IL20RB	4	0	6	16	15	6	32	45	48
LOC101926915	0	0	0	0	0	0	0	0	0
LOC101926898	2	0	6	0	0	1	0	0	0
C17orf107	123	38	195	90	589	314	602	578	587
CD1A	0	0	0	0	0	0	0	0	0
LOC101926934	0	0	0	0	0	0	0	0	0
LOC101926962	0	0	0	0	0	0	0	0	0
RABEP2	334	114	576	91	400	221	266	302	201
NUDT18	116	35	175	35	80	58	116	80	91
RPAP2	458	391	850	287	516	344	624	794	587
MIA	0	0	0	0	0	1	0	0	0
SNAI1	8	4	18	1	3	4	4	0	2
IRF9	249	172	432	190	463	262	365	452	343
C6orf141	510	306	879	157	492	340	616	642	652
LOC101927020	0	1	0	0	1	0	0	0	0
LOC101927048	0	1	0	0	0	0	0	0	0
DEFB113	0	0	0	0	0	0	0	0	0
LRRC75A	520	368	1156	220	537	305	452	549	349
FAM49A	9	9	28	20	52	33	85	142	85
C1orf21	867	535	1418	338	617	396	717	681	543
LOC101927082	0	0	0	0	0	0	0	0	0
CDS1	596	504	1114	705	1289	905	1499	1169	1022
MAGEL2	2	0	0	0	2	0	2	7	5
TREM2	0	0	0	0	0	0	0	0	0
PSG3	0	0	0	0	0	0	1	0	0
SSX5	0	0	0	0	0	1	0	0	0
SSX3	0	0	1	0	0	0	0	0	0
KRT34	0	0	0	0	0	0	0	0	0
PRDM8	4	1	5	0	2	1	9	9	7
OLFM2	1903	899	2582	258	407	182	1028	817	706
MIR5685	0	0	0	0	0	0	0	0	0
LOC101927136	1	1	0	4	0	0	1	0	0
LINC01564	6	13	11	0	5	2	76	65	79
LOC101927189	0	0	1	0	0	0	1	0	0
MLIP-IT1	0	0	0	0	0	0	0	0	0
MLIP-AS1	0	0	0	0	0	0	0	0	0
CLIC3	0	0	0	0	0	0	0	0	0
MGAM	7	6	6	0	3	0	1	6	3
HERC2	3031	2290	5638	1812	5023	2921	3644	4104	3620
SLC20A1	1740	1018	3711	578	2013	1169	1119	1299	865
SLC9A3R1	1565	960	2669	512	1155	682	1045	929	612
PRLHR	0	0	0	0	0	0	0	0	0
CD163	0	0	0	0	0	0	0	0	1
TRIP11	1534	1897	1837	2536	2072	1490	2052	1760	1626
USP9Y	0	0	0	0	0	0	0	1	0
LOC101930010	5	1	3	0	0	0	1	0	0
CADM2	1405	1063	1531	1145	1165	862	2152	1611	1858
UBE2D2	1790	1351	4024	1302	2942	1952	2922	2887	2410
TIMP4	0	0	0	0	0	0	0	6	0
LOC101927211	0	0	0	0	0	0	0	0	0
PSMD7	2160	2510	5064	3330	4405	2301	3504	3532	2916
WDR90	212	45	553	22	198	142	173	222	91
LOC100506188	2	0	0	0	0	0	0	0	0
MIR548U	0	0	0	0	0	0	0	0	0
GUSBP4	30	17	30	17	17	12	37	54	36
LINC00680-GUSBP4	0	0	0	0	0	0	3	0	1
MIR552	0	0	0	0	0	0	0	0	0
MIR515-1	0	0	0	0	0	0	0	0	0
C19orf44	79	75	141	35	116	45	82	67	73
LACTBL1	0	0	0	0	0	0	0	0	0
LOC441155	34	22	30	36	29	8	18	19	21
SLC25A51P1	0	0	0	0	0	0	0	0	0
LOC102723883	0	0	0	0	0	0	0	0	0
LINC02549	0	0	0	0	0	0	0	0	0
LOC101928307	3	0	1	0	1	1	0	6	3
EVADR	0	0	0	0	0	0	0	0	0
PSMC6	977	909	2313	1169	2045	942	1293	1777	1165
PSMC3	1563	1409	4439	1517	3199	1697	1749	2193	1416
CCDC183-AS1	52	20	101	16	68	63	76	41	71
LINC01626	0	0	0	0	0	0	0	0	0
OR4E1	0	0	0	0	0	0	0	0	0
BABAM1	1058	731	2128	502	1580	684	1330	1507	991
SMC4	3129	3935	8680	2520	1854	2818	2755	3258	765
PPRC1	999	715	1753	763	1499	942	1385	1151	1062
IQCE	1030	734	1576	530	1096	556	1366	1139	1079
TET3	1990	1305	3416	899	2411	1508	2112	1956	1556
CCDC57	424	310	891	207	688	316	561	625	556
KCNQ5-IT1	1	0	0	0	0	0	0	0	0
KCNQ5-AS1	0	0	0	0	0	0	0	0	0
LOC101928489	0	0	0	0	0	0	1	0	0
RNF212	0	3	0	0	0	0	0	0	0
ATG10	268	180	521	105	191	114	163	202	160
LOC101928516	0	0	0	0	0	0	0	0	0
MICAL1	707	360	1285	234	571	351	768	822	675
SNORD156	0	0	0	0	0	0	0	0	0
COX7A2	1076	1055	5937	809	4400	867	1231	2728	1794
LOC100506804	12	1	13	7	8	5	13	14	15
LOC101928540	0	0	0	0	0	0	0	0	0
SMYD3	1060	499	2147	546	1560	706	1086	1229	863
NAP1L3	1	0	0	0	0	0	0	0	0
CS	5235	4370	10594	2847	7481	4522	5058	5435	3787
LCAL1	31	30	83	8	38	16	41	38	34
B3GALT2	17270	15362	23166	7074	7964	5123	7785	6886	7017
LINC01621	0	0	0	0	0	0	0	0	0
LINC01526	3	0	3	0	4	0	0	0	0
NCBP2L	0	0	0	0	0	0	0	0	0
SIGLEC16	0	0	0	0	0	1	0	0	0
MOGAT3	0	0	0	0	0	0	1	0	0
G6PD	3571	1360	6917	1094	4326	2487	3112	2576	2394
TPP1	2726	3818	4047	3912	2621	1622	4065	2913	3801
DCK	989	789	1835	534	686	735	692	550	230
CYP26A1	4	0	17	5	2	0	2	5	4
SLC25A20	345	194	704	145	386	186	284	393	241
APOB	1	0	1	2	5	3	3	2	0
LOC105377879	0	0	0	0	0	0	0	0	0
TRIM55	2	2	0	2	0	0	4	0	6
TSSK3	2	0	2	0	0	1	0	0	0
ANKAR	111	116	192	99	107	78	119	82	121
NLRP5	2	0	0	0	0	0	0	0	0
LINC01611	0	0	1	0	0	0	0	0	0
TBX18-AS1	0	0	0	0	0	0	0	0	0
LINC02535	0	0	0	0	0	0	0	0	0
TUBG2	250	288	635	153	364	270	325	455	329
SYNGR2	480	154	953	182	828	318	708	596	440
BOLA2	0	0	0	0	0	0	0	0	0
PLEC	3214	1580	4060	1072	3226	1799	3334	2708	2043
SNORD50A	0	0	0	0	0	0	0	6	0
ARHGAP11A	84	42	248	22	72	73	65	90	14
LINC01590	12	7	17	6	6	1	6	16	7
ATP5MPL	238	259	1473	164	1083	222	321	671	500
TUFM	2341	1766	4526	1346	3172	1797	2979	2878	2066
LOC101928911	0	0	0	0	0	0	0	0	0
LOC101928936	0	0	0	0	0	0	0	0	0
KLHL3	262	186	533	76	259	90	222	231	211
DDX56	1245	537	2297	602	2202	1193	1516	1780	1386
LOC101929057	24	25	43	9	25	14	16	28	13
SH3D19	933	1015	1627	912	1019	780	1097	896	733
MIR4464	0	0	0	0	0	0	0	0	0
MIR4643	0	0	0	0	0	0	0	0	0
CASC6	0	0	0	0	0	0	0	0	0
LINC00486	0	0	0	0	0	0	0	0	1
ZNF684	144	102	256	110	147	129	120	151	54
MYOM3	0	0	0	0	0	0	0	0	0
KDF1	135	59	214	20	182	64	108	112	115
HS3ST5	56	37	79	9	7	10	26	19	17
EID2B	62	24	89	24	40	24	56	70	32
ZNF440	192	182	405	131	285	168	212	344	200
ZNF491	49	39	68	9	28	10	29	39	24
ZNF441	242	230	396	122	158	113	200	258	175
CLDND2	3	0	13	0	9	3	2	0	4
FAM210A	453	206	745	304	610	413	621	482	442
KRT222	2	0	0	0	0	0	0	0	0
BECN2	0	0	0	2	0	0	0	0	0
GPR3	55	35	125	31	72	57	53	32	24
LOC101927314	3	3	0	0	0	1	0	0	0
CLEC4D	0	0	0	0	0	0	0	0	0
ATP8A2	1251	977	2062	954	1812	944	1492	1601	1253
